Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b,BGLValue,FGLValue,NuetralValue,Region,Distance
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,38.99513036,21.21427234,29.84420153,0,34.53963727,-0.227403542,-4.078207839,63.14402875,7.320834974,-8.902927533,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,34.17237288,-15.00063093,-9.288766538,25.66850338,-2.481881125,-20.59566181,53.06543145,3.944505754,10.44791315,0,29.69101602,-14.69574636,-4.537121586,65.95059137,2.022416152,-11.38582485,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,57.34274492,-5.73807314,-32.97951278,52.19709737,10.65875483,-57.23378903,27.90231537,-21.27972746,-72.74397788,1,53.41332091,-9.503368123,-38.71439997,69.50512824,9.458757425,-38.86124615,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,34.17237288,-15.00063093,-9.288766538,25.66850338,-2.481881125,-20.59566181,53.06543145,3.944505754,10.44791315,0,29.69101602,-14.69574636,-4.537121586,65.95059137,2.022416152,-11.38582485,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.24509882,-19.64175553,-23.78815247,74.86590815,-9.20575719,-43.33464113,54.36898282,-19.16976022,-59.65888424,1,66.71361665,-25.50383432,-23.81365476,76.96283909,-1.389407485,-39.71924294,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,66.830192,8.942430836,-37.67385755,63.45842397,21.54276844,-63.0027173,30.39731469,47.94471506,-100.9893465,1,43.0672723,20.80249713,-61.6642174,64.73970864,28.86075183,-60.79360579,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,66.50559381,-58.44653069,42.29274105,64.29428893,-61.64087252,43.70751148,32.75305226,5.197263838,-22.84415795,0,43.57015348,-9.230970223,0.0742885,64.58777657,6.956225382,-16.37912275,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,52.52324593,-49.52073982,32.35722099,47.44329868,-44.2175924,30.68145765,36.70794479,48.50415885,-25.69994274,0,26.67910896,1.241745887,32.60114611,61.5764902,7.453260535,-13.91033836,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,39.07426328,-9.776085623,23.54959494,29.75053513,-12.70230303,10.35161159,51.3889168,8.497107692,-4.317920213,0,24.57786545,-29.544521,17.36004067,63.6393109,1.758430982,-10.91325504,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,52.73894001,37.26352927,-47.34313534,46.19071294,50.58582987,-77.39571669,38.43025052,-145.4826052,-67.76655364,1,61.79138339,-25.53763193,-24.10128944,75.22681473,-2.848768598,-31.51006464,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.31409488,-9.604237194,28.18067055,71.8155023,-27.03157997,21.4512263,49.06130359,-62.01600747,62.44966315,1,57.20396049,-53.91945584,58.99534264,71.31677115,-20.55274056,10.36624879,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,50.77480372,89.49879117,-73.63410825,48.82829608,94.25370031,-88.22707572,34.57177999,49.69738288,-93.79199257,0,43.07570737,41.40262979,-66.32715676,69.8029838,23.41414555,-52.06382104,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,41.86121057,82.5971156,-87.02696838,42.97343766,90.41144043,-98.3216592,42.15596539,-51.32965375,-80.71581084,1,52.76895074,-6.039652094,-42.39842308,72.96426565,8.308232232,-45.66592008,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,17.16883684,37.03944387,17.8643026,15.85039121,22.72631927,-20.89652612,55.75698848,-2.400728035,5.886282219,0,34.09799064,23.38960106,-9.438620118,66.17464897,4.462873741,-15.10142231,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,71.38870786,13.46744867,56.83721712,62.98171998,6.26042669,52.04265253,28.96373191,11.6334921,-36.34019589,0,38.77678026,22.69737919,9.100888906,61.93791667,13.59942384,-18.77556388,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,38.85037695,-5.133872584,32.70849027,29.09488456,-10.58733064,16.84348494,51.68549497,7.488284218,-5.968538434,0,24.42665933,-31.40898246,23.37422036,64.07985693,2.273177818,-14.46399662,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,66.8530768,-18.92609935,23.18845397,61.51159433,-31.96695425,16.25363002,23.97943695,3.350527941,-7.938568506,0,34.42977953,-4.837801929,13.64266782,60.7198009,4.566825908,-11.76080078,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,57.08736695,62.10884188,-47.93782368,50.78067114,73.50541858,-78.67407198,31.0226263,39.36979211,-92.26920233,1,38.58604346,25.56840318,-65.73738872,66.04345331,23.08676831,-55.06907797,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,90.48388706,0.271724852,-9.560062735,90.29399169,-2.000714499,-16.73449709,76.79932871,-4.381714558,-20.9858741,0,76.37244882,-27.0177774,-33.15218597,87.57238661,1.732222022,-21.42691963,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.28736507,-18.62989547,9.399856044,73.35044557,-29.99512908,-3.630879624,51.7906986,-64.61361249,-5.854933955,1,66.52665939,-49.27132257,10.9513513,76.30191474,-23.46200018,1.487416724,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,28.8853115,32.23171192,26.51032686,20.88515802,19.45371381,14.65845551,54.5808249,-3.045807685,-3.33969308,0,33.58935964,27.11653331,44.34549373,65.52225679,3.903419753,-9.831173378,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,48.11611835,-9.131967473,9.144660826,39.85699465,-16.89893577,-0.67796755,45.04806166,16.14237871,0.196685619,0,29.69133117,-23.70407647,23.29851992,62.47385239,1.471213858,-9.078116923,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,51.97061101,46.58313625,59.78910463,41.85269286,40.40829214,38.60949649,43.26537784,-50.01730476,-20.42898763,1,24.57786545,-29.544521,17.36004067,62.60038252,1.039749099,-14.21630061,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,80.9337115,-62.62804789,62.29638851,81.0629457,-77.57498183,63.55273726,64.0343055,-157.588969,39.56603142,1,85.41189862,-81.02948038,66.88815464,93.42008898,-54.9463969,36.05947595,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,61.59879037,56.74909315,32.01890772,51.57616563,54.85603522,19.26780334,29.33946312,8.391150842,-26.66473454,0,34.24041466,23.2727481,-4.740779113,61.15926404,9.063951645,-17.68853701,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,56.97730842,47.20230991,46.49545055,46.53187566,44.47113834,36.69798225,37.97868559,-105.808369,-26.564086,1,24.71611199,-27.89803514,12.91203345,63.12741232,0.730728388,-15.56737711,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,66.6854627,37.50290352,46.54471068,56.09279989,35.97228358,35.56037471,14.03658083,76.02658374,-59.3581264,1,37.70645629,53.23274574,-6.354979471,62.14294995,20.98684041,-21.75313901,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,90.36539502,-37.85844051,9.088432637,91.92660876,-45.41372231,-6.515694961,78.92528437,-64.41400591,-8.153022998,1,81.01291803,-56.50243375,9.523423527,92.91803475,-37.23525214,-4.832747248,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.25711548,-0.958655917,73.37582542,70.3123269,-14.10617928,71.15257417,46.24969833,-34.07075564,-9.715346237,1,57.46687973,-23.62265997,23.14044456,70.93981022,-9.517503874,-6.20513302,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,9.474644586,23.98735148,-8.508768011,12.86012644,-7.164993127,-7.686376443,56.28859064,3.864604574,1.167382392,0,1.40539487,9.876966008,-23.18453895,65.7097188,0.224359637,-11.1045223,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,42.84466821,-43.73607,29.6930041,36.16656295,-38.06782772,24.32589851,47.81100513,23.03362451,-11.38237725,0,43.50743903,-4.445433695,9.140503915,66.83959552,3.630010598,-12.2831938,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.34496295,-43.29164321,57.46412424,73.97497734,-64.32584166,59.19910071,52.86609505,-201.3333763,12.79584838,1,80.63510389,-79.43187984,73.3099618,88.42863412,-46.80938048,29.20911784,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,51.15188805,78.28275546,39.43612914,45.68209748,62.10920014,37.43088901,39.08101119,-105.8202937,-25.41182108,1,29.72330602,-5.984132036,38.33679316,65.31032622,-1.980551901,-9.511204937,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,57.32222396,-28.66010924,47.49432244,50.4877183,-36.58499266,41.1750936,31.60368953,53.82761895,-36.69359741,0,13.62971906,32.40800407,6.286025265,60.21259184,11.25600961,-19.55754548,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,52.94792035,3.970324811,-32.80255077,47.24880544,16.0222639,-56.23966202,36.98738657,-20.74746075,-43.3429389,1,52.50554156,-16.85922199,-28.80344668,69.48377332,3.43913245,-27.9565239,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,33.94123467,-40.1614685,33.97650107,26.73476538,-23.42224192,11.04145932,52.66498484,10.71726618,-3.838714054,0,28.95737849,-37.34671019,36.04853424,65.60047065,3.531557203,-12.11545488,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,9.474644586,23.98735148,-8.508768011,12.86012644,-7.164993127,-7.686376443,56.28859064,3.864604574,1.167382392,0,1.40539487,9.876966008,-23.18453895,65.7097188,0.224359637,-11.1045223,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,47.06712529,57.23945459,35.74458915,36.76199362,46.57522588,26.95568194,47.40593342,-41.6442195,-12.53605676,1,29.56733795,4.342203363,22.83159423,64.00676909,-0.304856197,-9.798788261,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,32.68208456,48.51564493,25.07460684,23.88517536,34.68295093,15.17447393,53.68165313,-11.16863501,-4.101677698,0,38.75106258,22.95402417,23.00871732,66.63437686,2.208435944,-8.657265908,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,14.92606993,29.32767262,-11.35450403,12.22141726,11.51051056,-16.87339725,56.38802031,0.904535458,3.38065837,0,14.40355644,2.804654873,-24.18466853,65.36537724,1.461326738,-11.95226168,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,80.56513037,-68.71222272,37.01482164,81.21733358,-72.34135608,38.66974216,64.2610978,-140.5103264,96.7312797,1,80.7335906,-78.15830617,67.33825005,88.7093704,-49.01916128,34.94378531,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,62.28305345,4.490529601,-4.647144557,55.48707666,-3.168237304,-21.11253151,17.16060816,23.84691966,-40.68277848,0,14.12232721,43.86316511,-48.75419848,59.21421717,6.509340553,-16.23274331,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,9.474644586,23.98735148,-8.508768011,12.86012644,-7.164993127,-7.686376443,56.28859064,3.864604574,1.167382392,0,1.40539487,9.876966008,-23.18453895,65.7097188,0.224359637,-11.1045223,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,80.93677321,-23.57625243,37.61666936,78.10763358,-43.17861093,33.34502593,59.57475138,-81.25518554,89.00713947,1,67.22034867,-68.55601578,66.27862661,81.80012618,-42.28318264,32.19237622,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.28736507,-18.62989547,9.399856044,73.35044557,-29.99512908,-3.630879624,51.7906986,-64.61361249,-5.854933955,1,66.52665939,-49.27132257,10.9513513,76.30191474,-23.46200018,1.487416724,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,52.81515572,4.58764431,23.11462444,43.95197016,-4.920337043,15.11265311,41.11439841,9.490171169,-12.97869339,0,29.56733795,4.342203363,22.83159423,62.96086287,2.57074008,-14.62544477,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,38.88008381,-24.07915244,39.23236262,29.83737204,-26.9017592,19.8560335,51.34879297,13.47293703,-6.962712822,0,38.96545406,-9.500429332,13.59006651,66.39749136,2.785221295,-12.67809916,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,56.79206238,67.17395586,-29.57546501,49.93585368,71.90048951,-53.49025524,32.64824068,20.24269226,-53.63363193,0,38.66106657,2.698248796,-42.26666671,64.53967881,3.529444162,-23.92483463,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,60.4258175,-0.758620552,63.2115275,51.3303072,-11.4555968,49.5171579,29.8772342,26.92115229,-42.01950937,0,16.1962888,12.99917735,3.955990987,60.31993366,9.190670803,-21.76332932,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,32.92719973,48.80619734,7.084447269,25.2140669,30.1294496,-5.133863089,53.22866015,-9.820224239,1.686066391,0,33.91734984,22.990583,17.64518598,65.83421719,1.024003092,-10.29376718,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,43.17161644,37.25681943,-52.03936319,36.38551277,55.39450798,-80.56039949,47.66371888,-53.58835336,-33.13294157,1,59.42587825,-25.06604115,-22.43181305,73.93318234,-5.200373915,-24.18098907,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,24.06713335,65.36436113,-89.20673219,28.56415494,75.636501,-103.0150597,51.91751607,-52.81218209,-38.20240062,1,59.73611984,-22.26099269,-26.73323655,75.96479737,-3.74162408,-27.37740879,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,47.71261799,52.38137384,-47.74808077,40.65435476,61.2600671,-74.7834497,44.36331317,-95.07775191,-41.0725858,1,59.42587825,-25.06604115,-22.43181305,74.45126416,-8.124141628,-24.20549169,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,73.01109793,-64.73684413,38.55599783,72.47843751,-68.61745272,41.37726697,50.25609306,-151.5179562,25.53857736,1,80.46332677,-73.7439053,51.75717765,85.98144068,-40.64799437,20.44561769,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,71.57117581,13.83184174,37.40371175,63.23115072,3.480911261,31.03160339,29.72289884,3.412916975,-17.53911782,0,34.27485633,4.788928788,9.140113321,60.86097624,7.470916016,-14.27396187,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,57.36667555,18.11582515,47.34441393,46.22432591,11.56478967,36.45948364,38.38631025,-11.33031734,-25.96387687,0,38.9141484,4.199135931,13.85431495,63.33461818,4.575105239,-16.46137728,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,62.17302775,-5.316009086,-33.29036256,57.62182658,10.29806183,-59.27909241,1.590811566,53.58740933,-133.3520316,1,21.30206535,60.39028223,-82.66981373,61.04548547,24.3077637,-49.37800663,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,61.90589229,51.89988934,-5.366954358,53.3087832,54.785085,-25.84285801,24.98648309,46.95970037,-29.28055601,0,40.31207051,67.81017804,-17.42686316,63.32635071,20.45036883,-14.51073275,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,24.75062593,17.13185733,-37.15184394,19.51555628,27.53349945,-47.91996185,54.93932913,-5.366372496,30.60318611,0,48.03730347,18.86565984,-0.437766677,69.76763319,3.82518131,-8.737052429,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,67.04225337,-5.02232209,-18.86938498,62.11311626,-1.127086637,-42.07904789,26.1392994,-13.12973308,-78.45849111,1,48.05118743,-10.97941847,-33.01122487,65.49876334,8.022539217,-34.03501058,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,90.36539502,-37.85844051,9.088432637,91.92660876,-45.41372231,-6.515694961,78.92528437,-64.41400591,-8.153022998,1,81.01291803,-56.50243375,9.523423527,92.91803475,-37.23525214,-4.832747248,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,62.23506469,13.99933223,-18.62230003,55.87188596,14.33190212,-42.14411015,15.25521531,-33.07241673,-81.96983365,1,48.05118743,-10.97941847,-33.01122487,66.46640482,4.089220148,-29.78857556,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,25.25890955,9.183200154,-0.044129443,17.57597016,9.055890527,-12.34339158,55.39646256,0.77385916,3.159313671,0,14.40355644,2.804654873,-24.18466853,65.51442714,0.889552469,-13.03609302,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,76.05394276,-49.25252244,4.438835648,75.09220168,-45.79409281,-5.818585148,54.74522949,-99.07899974,-9.042326026,1,75.91490714,-53.40402381,8.776632652,88.23744249,-32.02747323,-4.436721171,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,80.90255721,-52.33600011,51.98415805,80.09233489,-71.40234822,50.50836086,62.59523555,-144.9895984,53.86553724,1,80.63510389,-79.43187984,73.3099618,89.14414824,-50.08224739,33.71002154,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,48.13176298,-28.34885901,18.71701993,40.93662311,-34.39081618,12.12264456,44.11238395,27.75288062,-9.144340001,0,38.78605671,-0.078583626,13.56347744,64.81944374,6.689506679,-11.95783495,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,90.42248513,-28.64096147,57.14512837,89.40704491,-53.34438265,62.40860203,75.6306988,-79.21799892,86.02290765,1,80.69810124,-67.79908692,73.13769169,90.07711166,-50.60012146,38.56072272,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,16.38186199,-0.653755638,-8.799803371,8.567776789,5.641339134,-17.16336327,56.87132279,2.10002083,2.639779751,0,10.52161675,12.06500212,-29.01373647,65.506596,0.958637897,-12.20384838,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,61.59879037,56.74909315,32.01890772,51.57616563,54.85603522,19.26780334,29.33946312,8.391150842,-26.66473454,0,34.24041466,23.2727481,-4.740779113,61.15926404,9.063951645,-17.68853701,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,46.69964624,74.63326318,5.650377254,41.02476043,56.5783062,-0.088740139,44.03308626,-83.80078597,-0.307000925,1,34.27485633,4.788928788,9.140113321,66.04345331,-3.380658292,-8.389131277,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,43.44131187,-28.54398179,13.97955899,35.86851674,-27.62663552,10.86356965,48.00845194,18.35909162,-6.27935284,0,38.89252194,-0.342456716,22.99532445,66.40515411,5.16531336,-10.46538958,,,,,
BP,TD,0xa6a6a6,68.63502581,0.008943999,-0.001335337,0x8e888a,57.79049419,2.698040985,-0.256329082,0xa4a2ae,67.79810018,3.042995622,-5.768803249,57.35714853,28.40130298,9.07057418,46.45193709,25.13288995,-9.318962897,38.08561553,-37.32911022,15.48114261,0,34.27421687,13.35774883,8.701758543,62.18553004,2.181325441,-9.080049032,,,,,
