Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
1,,,,,,,,,,,,,,18.81081694,42.41717769,-57.99941551,18.49662217,43.05210839,-63.95636414,14.35047537,-36.0005643,-4.529445158,1,11.55398349,5.653892011,-9.472279997,30.0100656,26.58961174,-52.90723564
1,,,,,,,,,,,,,,38.0231667,42.38743025,35.9581334,28.0070446,31.02875126,25.06684673,9.311294558,33.04888698,-72.47718771,1,32.55640998,59.64797059,-16.90824596,35.98429506,48.8721746,-62.50355009
1,,,,,,,,,,,,,,66.83417847,27.81492942,23.34313439,56.78685288,25.33712689,6.83281588,52.15667525,20.709732,84.87124121,1,66.60590977,27.46193758,62.12086048,60.0779879,25.83533621,0.163976146
1,,,,,,,,,,,,,,38.81521355,27.89885349,8.664750861,27.75031974,18.89222015,-4.57484282,8.514984078,-3.97417709,-63.54413123,1,34.43531291,-4.893332754,-4.312624587,36.09955995,22.37951585,-53.11511159
1,,,,,,,,,,,,,,47.60231307,-35.60858745,3.82420606,41.93806722,-25.43252288,-4.872388927,34.06374474,-65.34888269,4.538808419,1,47.87801793,-44.72974354,22.62735442,48.17171439,-10.04607614,-28.39551665
1,,,,,,,,,,,,,,51.09733755,88.89139255,-68.43020976,48.66695381,90.83835677,-88.50525205,42.61807168,96.58332212,-83.65718177,1,42.45995726,60.50810458,-90.87833185,50.1446261,85.84416674,-85.95754121
1,,,,,,,,,,,,,,80.92188462,-9.367228204,-9.453846925,78.76687229,-11.64155402,-32.320257,76.1329834,-17.7221253,-20.81540136,0,76.41066983,-14.27451312,-4.715257609,76.33243989,-10.86352089,-30.63570286
1,,,,,,,,,,,,,,42.42053163,58.24170873,-6.358240835,34.12824508,50.05349775,-20.38376247,22.47496227,56.3391143,-11.86334204,1,42.41898888,58.38857723,-2.034226797,40.55692661,47.80948644,-46.87766853
1,,,,,,,,,,,,,,48.18252998,-4.853328463,32.55093136,39.0962509,-10.51384472,12.73616271,30.14213442,-42.6654821,-24.91557134,1,47.80416242,-33.42950708,-0.518419533,47.6494522,4.635647007,-43.15983077
1,,,,,,,,,,,,,,48.00290363,-38.31398264,27.99835805,41.58720234,-39.18268197,18.28048631,33.59224093,-105.9062708,-19.72457794,1,65.73729796,-54.62730984,24.5982324,61.93791667,-25.98808611,-20.14167219
1,,,,,,,,,,,,,,16.38186199,-0.653755638,-8.799803371,8.567776789,5.641339134,-17.16336327,21.8396834,23.44831033,-48.87122461,0,25.14142331,-4.036043692,4.366897816,32.96253963,29.55691149,-62.02151711
1,,,,,,,,,,,,,,71.61012441,18.5943455,13.830073,63.72944705,12.44534571,-2.446859754,59.93288077,6.760431521,29.53780376,0,66.8666373,13.71037829,37.4224511,62.62563971,13.12909059,-0.471176954
1,,,,,,,,,,,,,,59.69446726,-2.973690178,-50.72891959,56.49102822,27.80917447,-75.01546858,51.8189911,23.5554278,-67.7935276,0,57.3572121,3.575161112,-42.41614556,56.87023412,26.5340007,-74.36166532
1,,,,,,,,,,,,,,87.01984148,-33.03508633,84.96692935,84.72278215,-51.43769064,84.84472302,82.40233115,-60.28116901,69.78589313,0,85.69802504,-38.32706706,66.85718504,85.35728514,-50.26167802,29.07194876
1,,,,,,,,,,,,,,50.62706141,85.39116244,-50.6803825,46.98760566,81.04662509,-71.73755203,40.55511924,86.22901751,-63.42341014,1,51.45938003,78.45272475,-44.54561146,50.79233588,74.50967799,-71.30095968
1,,,,,,,,,,,,,,85.44656568,-78.31275346,72.36579217,88.2781294,-87.06701818,76.24337288,86.11827728,-98.97350394,92.35637372,1,86.75366434,-83.83384541,82.29939728,90.90296905,-75.99254546,45.08927523
