FgR,FgG,FgB,BgX,BgY,BgZ,FgL,FgA,Fg_B,BFL,BFA,BFB,BFDis,BFTime,QCHSL,QCHSA,QCHSB,QCHSCycles,QCHSDis,QCHSOffSet,QCHSTime,QCHSRatio,QCDL,QCDA,QCDB,QCDCycles,QCDDis,QCDOffSet,QCDTime,QCDRatio,SCL,SCA,SCB,SCCycles,SCDis,SCOffSet,SCTime,SCRatio
41,33,152,0.876663623,0.936032238,0.174480059,25.4122145,47.82899411,-72.68905397,6,34,2,102.0164872,15700,7,34,4,25,102.4009813,0.384494147,366,42,17,26,18,28,137.7026406,35.68615345,249,63,14,28,16,10,121.0046461,18.98815892,180,87
251,232,198,0.577358008,0.388772424,0.363773393,0,0,0,9,11,27,87.14107858,15686,10,11,26,16,87.44809045,0.307011876,219,71,8,11,29,25,87.73679472,0.595716145,239,65,9,17,24,4,88.89807858,1.756999999,74,211
102,181,122,0.881633648,0.520396412,0.337025051,68.46781429,-43.69698346,9.753914646,18,8,28,73.52630084,16357,17,6,27,14,75.94493993,2.41863909,176,92,19,14,28,26,81.22095852,7.694657681,208,78,18,8,28,15,73.52630084,0,235,69
18,254,163,0.266913088,0.24312141,1.025936924,0,0,0,11,18,33,85.84034855,15576,0,20,22,21,91.89662224,6.056273692,76,204,0,20,22,21,91.89662224,6.056273692,135,115,10,16,28,7,88.07516742,2.234818876,130,119
188,105,70,0.379266232,0.114404359,0.617635102,46.00180529,21.29198635,23.11438204,16,13,38,44.44852938,15522,16,13,38,17,44.44852938,0,175,88,19,16,41,26,53.31820455,8.869675162,215,72,16,13,38,17,44.44852938,0,288,53
202,61,152,0.814672576,0.79320148,0.506291763,43.37462985,57.36691381,-40.04855051,7,35,2,55.17173758,15654,9,36,5,20,56.09029918,0.918561598,182,86,9,36,7,23,56.52284796,1.35111038,205,76,9,36,5,20,56.09029918,0.918561598,335,46
211,106,222,0.86012695,0.326820099,0.004719491,62.0021054,60.49505549,-65.51361138,14,15,16,61.66066738,15628,14,15,16,16,61.66066738,0,215,72,17,18,21,32,74.89284878,13.2321814,335,46,15,16,17,6,65.3536487,3.692981317,118,132
133,60,179,0.689805718,0.941292583,0.923735511,40.30367106,57.92603437,-75.75372749,12,38,10,90.55420395,15587,11,38,9,12,91.19438438,0.640180428,163,95,13,36,12,25,93.79436266,3.240158715,224,69,12,38,10,19,90.55420395,0,297,52
25,136,224,0.839249804,0.941654782,0.40819304,58.96506998,25.33358828,-70.74987934,6,34,3,66.16071537,15539,11,34,11,17,73.84892327,7.688207897,255,60,17,26,18,28,102.6903535,36.52963808,249,62,14,28,16,10,85.61043807,19.44972269,174,89
134,52,236,0.035167144,0.603947604,0.123700301,44.11798296,79.96338996,-96.34830524,12,39,10,160.4265234,15361,16,29,16,10,180.5527593,20.12623589,132,116,19,21,22,22,215.8297237,55.4032003,155,99,16,29,16,10,180.5527593,20.12623589,156,98
18,135,149,0.570543816,0.971818611,0.575623143,52.38118858,-13.22008765,-31.16074224,8,37,3,53.40346406,16206,10,37,8,19,54.41581974,1.012355678,166,97,16,29,16,27,71.73078397,18.32731991,267,60,10,37,8,19,54.41581974,1.012355678,364,44
69,146,108,0.270010572,0.181904916,0.068319206,57.01691373,-32.29190476,-1.723072385,15,9,24,36.01916884,15991,15,9,24,13,36.01916884,0,153,104,15,10,22,28,37.23430993,1.215141098,262,61,15,9,24,13,36.01916884,0,225,71
170,226,75,0.670029383,0.215842895,0.962787021,83.67596673,-64.03714509,65.30157819,18,7,38,107.3270432,16096,17,3,38,14,110.040362,2.713318801,192,83,19,14,37,25,116.1140452,8.787001987,203,79,18,7,38,17,107.3270432,0,271,59
182,103,236,0.461844246,0.78598575,0.014503534,56.76229259,59.96122896,-74.54777139,12,39,10,105.5970609,15388,13,36,12,16,109.2938789,3.696818078,220,69,18,24,19,26,148.9553111,43.35825026,222,69,12,29,12,11,122.3633233,16.76626242,199,77
125,148,102,0.451113238,0.884256876,0.377541044,55.91718338,-25.96677667,10.39952236,11,37,16,47.52544724,15331,11,37,16,19,47.52544724,0,203,75,14,31,19,28,52.73715739,5.211710154,267,57,11,37,16,19,47.52544724,0,320,47
248,164,181,0.460609308,0.079110875,0.467731759,75.25493933,25.99863044,-17.80685797,16,7,27,14.31360728,15315,16,8,28,12,14.8391734,0.52556612,170,90,19,15,27,25,25.5418627,11.22825542,206,74,17,9,27,12,15.42071509,1.107107814,214,71
130,29,220,0.451956708,0.241258748,0.893397528,38.81197813,80.19516932,-101.1696326,5,31,6,26.16315837,15348,5,29,7,15,26.59030994,0.427151562,185,82,2,24,14,28,39.01632732,12.85316895,237,64,8,24,11,14,30.366125,4.20296663,253,60
10,132,127,0.750819112,0.171770399,0.922597272,47.45622256,-20.98365766,-14.93558516,18,7,34,79.61829241,15360,18,7,34,14,79.61829241,0,161,95,19,14,33,26,90.81126324,11.19297083,215,71,18,7,34,14,79.61829241,0,232,66
163,251,196,0.824280134,0.098958906,0.012287609,0,0,0,18,8,27,121.9406601,15388,18,8,27,14,121.9406601,0,175,87,19,15,27,26,128.9313132,6.990653087,221,69,18,8,27,14,121.9406601,0,230,66
47,67,46,0.224115652,0.885807981,0.238661445,26.57749316,-10.62219696,-6.76876865,12,39,10,90.76538317,15532,15,31,15,12,99.59170903,8.826325859,159,97,19,21,22,22,128.9279674,38.16258426,150,103,16,29,16,10,103.9153904,13.15000726,158,98
211,155,68,0.406051668,0.570664717,0.515184737,63.35527931,-1.229961091,42.27996074,12,32,36,32.15883389,15452,0,20,22,21,51.48868017,19.32984628,80,193,0,20,22,21,51.48868017,19.32984628,134,115,12,31,35,15,32.19658329,0.037749397,260,59
96,232,196,0.892062962,0.94979525,0.817865804,86.09387897,-45.50548577,-12.44680309,16,9,22,40.65884612,15247,16,10,22,9,40.85804909,0.199202969,124,122,12,12,22,24,44.08551755,3.426671432,242,63,15,12,21,10,41.94962964,1.290783523,178,85
28,62,88,0.057588503,0.411542031,0.497596783,26.31760372,4.948332791,-28.45133259,12,39,10,64.66849379,15351,14,34,13,12,67.7278748,3.059381017,164,93,18,24,19,26,92.93296545,28.26447166,225,68,16,29,16,10,77.02107054,12.35257675,163,94
75,178,9,0.067562611,0.4679575,0.67105122,63.74581355,-61.1584517,54.91091863,15,24,37,52.67904134,15312,13,29,37,12,54.9497959,2.270754562,179,85,19,20,25,22,81.3411517,28.66211036,157,97,15,25,36,17,52.92712006,0.248078722,252,60
80,4,44,0.800632258,0.252164313,0.804790057,20.55718684,16.05756619,-11.94110201,16,4,36,81.91993907,15193,16,4,36,18,81.91993907,0,157,96,19,14,29,24,90.95049318,9.030554112,189,80,16,4,36,18,81.91993907,0,301,50
253,184,51,0.159516734,0.865308004,0.251913478,74.29518708,0.43186834,68.49481147,14,34,13,99.27332386,15386,14,29,25,10,110.9240332,11.65070934,149,103,19,21,22,22,116.0118337,16.73850982,156,98,16,26,23,8,112.2435819,12.97025803,132,116
166,177,231,0.423889157,0.580957582,1.029068,74.01673355,7.912347554,-44.79873526,10,36,16,14.86669077,15379,10,36,16,19,14.86669077,0,191,80,11,35,18,25,16.3974372,1.530746426,257,59,10,36,16,19,14.86669077,0,328,46
48,131,242,0.455665806,0.370072227,0.692976581,59.2463934,38.73615075,-70.26483897,4,32,5,16.40839486,15331,8,24,10,13,16.68268366,0.274288802,208,73,3,27,12,28,31.78614534,15.37775049,241,63,8,24,10,13,16.68268366,0.274288802,231,66
244,45,125,0.621785668,0.141670048,1.046662966,48.70425809,70.64105565,-19.38879517,14,7,36,35.42397737,15331,15,13,37,17,35.71105502,0.287077648,169,90,19,20,22,21,59.99153056,24.56755319,152,100,15,13,37,17,35.71105502,0.287077648,291,52
193,97,147,0.589418849,0.311102156,0.788863389,47.54009971,42.98930702,-31.14954746,10,9,32,30.02197212,15349,10,10,30,9,30.35201753,0.330045416,129,118,12,13,27,29,32.85009465,2.828122538,325,47,10,12,29,9,30.49170724,0.469735125,160,95
54,247,84,0.26234678,0.620283501,0.468625157,87.3293037,-82.34413714,57.3986066,15,18,38,18.20772083,15646,0,20,22,21,41.49003264,23.2823118,77,203,0,20,22,21,41.49003264,23.2823118,130,120,8,21,26,5,38.73689022,20.52916939,94,166
31,11,153,0.114081641,0.47656147,0.832256671,22.08837198,61.59822507,-83.41177925,12,39,10,98.47516143,15556,14,34,13,12,105.9943816,7.519220139,178,87,18,24,19,26,144.8257361,46.35057471,246,63,15,27,16,8,130.6931227,32.21796124,159,97
237,46,72,0.60418053,0.238927752,0.435386352,47.68154328,63.43629671,13.61342415,12,11,33,29.09958825,15624,12,11,33,10,29.09958825,0,142,110,14,17,37,26,33.51317155,4.413583305,290,53,13,15,32,11,31.51037379,2.410785547,198,78
96,222,45,0.925042876,0.182534034,0.087403146,79.9597352,-74.83222134,70.18766761,18,7,36,138.2273422,15545,18,7,36,15,138.2273422,0,185,84,19,14,36,25,147.8679227,9.640580518,197,78,18,7,36,15,138.2273422,0,241,64
92,164,57,0.586941173,0.529496349,0.35512403,62.41889573,-52.12864677,38.45678361,16,5,32,48.34894486,15582,1,20,22,9,76.19297315,27.84402829,115,135,8,14,32,27,67.72545495,19.37651009,254,61,15,10,31,11,50.47326452,2.12431966,201,77
224,180,169,0.032106,0.582622397,0.23336031,75.87550811,6.59694067,-9.142707734,14,34,13,57.16246561,15545,15,31,15,12,64.73621777,7.573752161,156,99,19,21,22,22,101.6582063,44.49574069,158,98,16,29,16,10,68.95633219,11.79386658,161,96
77,71,96,0.843702971,0.307156124,0.044301109,30.13262895,9.232962784,-28.57701883,17,9,21,89.58658626,15525,17,9,21,12,89.58658626,0,142,109,17,9,22,25,90.57933894,0.992752674,213,72,17,9,21,12,89.58658626,0,202,76
160,16,209,0.155899669,0.955528905,0.537365797,41.72806031,80.65353881,-92.23933833,12,39,10,189.8998088,15686,15,31,15,12,198.8443717,8.944562911,157,99,19,21,22,22,232.2346981,42.33488929,152,103,16,29,16,10,203.2241465,13.3243377,161,97
238,91,32,0.135010018,0.32199771,0.734295147,51.40482574,45.14609776,45.2695217,11,35,35,87.43132753,15495,12,32,35,9,88.01193767,0.580610144,122,127,19,21,22,22,116.7592728,29.32794524,160,96,15,25,26,6,105.631789,18.20046145,120,129
106,67,131,0.849839824,0.465300625,1.041093495,34.1799557,31.51337122,-49.40286634,12,12,22,64.00157785,16348,12,11,24,11,64.08815965,0.086581796,189,86,12,11,23,27,64.03287359,0.031295743,295,55,12,12,26,9,64.43949898,0.437921127,165,99
23,34,187,0.257587808,0.430600645,0.558237278,30.33950449,72.52471803,-102.0201125,11,37,8,85.11042261,16697,12,38,10,11,85.19229695,0.081874346,147,113,16,29,16,27,116.0816531,30.97123045,266,62,11,37,10,18,87.7375569,2.62713429,327,51
106,157,73,0.122813397,0.665038716,0.743438277,56.51577257,-38.89193248,30.25535588,11,36,27,63.1044753,16331,13,29,37,10,68.59794243,5.493467136,142,115,19,21,22,22,81.84058854,18.73611325,167,97,16,26,23,7,74.51861144,11.41413614,131,124
35,190,140,0.413784158,0.934052387,0.699758005,69.48733321,-48.54054484,5.445842706,11,36,19,35.23523627,15272,12,35,20,12,36.30421787,1.068981596,183,83,14,30,22,27,40.23339005,4.998153776,264,57,11,36,19,19,35.23523627,0,307,49
148,242,57,0.840325181,0.999824054,0.573648276,91.00530778,-78.96705218,72.91537962,17,4,39,37.42442332,16028,0,20,22,21,69.45802365,32.03360033,87,184,0,20,22,21,69.45802365,32.03360033,143,112,18,7,38,17,39.59822546,2.173802144,303,52
35,209,35,0.628834428,0.785323012,0.754051706,76.55466448,-74.92236633,63.80678772,17,4,39,45.39041011,16332,0,20,22,21,76.7118222,31.32141209,80,204,0,20,22,21,76.7118222,31.32141209,144,113,17,3,39,21,45.59811603,0.207705916,365,44
240,95,187,0.467228445,0.835049455,0.819255242,59.9248587,62.40181475,-44.33379035,12,39,10,79.5115554,16331,12,39,10,10,79.5115554,0,132,123,18,24,19,26,117.0681137,37.5565583,239,68,16,29,16,10,98.57230245,19.06074705,172,94
16,73,13,0.173561433,0.735716224,0.316409215,27.60030188,-21.97894451,12.78444833,12,37,15,80.71892524,16258,15,31,15,11,85.57488882,4.855963579,163,99,19,21,22,22,108.2740638,27.55513859,165,98,16,29,16,10,88.36332207,7.64439683,171,95
7,25,66,0.586790394,0.18997549,0.992495926,14.25919999,19.25843873,-35.86110586,14,7,35,73.80745604,16321,14,6,33,13,74.01860163,0.211145593,208,78,14,7,35,25,73.80745604,0,230,70,14,9,32,12,75.02006084,1.212604795,228,71
157,8,240,0.514554349,0.50924508,0.891290394,44.34744313,91.47165632,-95.95268425,8,37,3,62.45063634,15271,10,38,7,17,63.65495721,1.204320864,222,68,3,28,10,25,99.66012941,37.20949307,211,72,11,35,8,16,65.47066105,3.020024704,266,57
68,46,20,0.259482969,0.245089316,0.961651992,20.55718684,2.18115182,3.404517338,13,21,36,67.83674684,15821,0,20,22,7,78.82303466,10.98628782,83,190,6,15,30,27,76.11796923,8.28122239,275,57,11,20,30,9,70.56668782,2.729940975,164,96
130,234,183,0.354456586,0.098990428,0.640821221,85.77591324,-46.8429913,0.793056479,18,7,34,31.80136619,15688,17,4,36,13,34.01922949,2.2178633,183,85,19,14,33,26,50.20181177,18.40044558,214,73,18,7,34,15,31.80136619,0,240,65
62,65,51,0.548475464,0.194578805,0.18054067,25.99556174,-10.19185917,-0.961876082,16,7,26,77.37706393,15021,16,7,26,11,77.37706393,0,142,105,16,8,25,34,77.3937619,0.016697974,337,44,17,8,26,13,77.80872156,0.431657629,227,66
86,105,242,0.397235509,0.456149206,0.556701452,54.35438634,53.1832197,-78.69933389,8,37,3,34.6026512,15268,9,36,5,12,35.57138323,0.968732034,165,92,3,28,10,24,80.00572141,45.40307022,211,72,10,37,8,19,37.34284794,2.740196748,314,48
178,252,230,0.69408164,0.316782938,1.058578627,97.48674092,-33.77425935,-4.333205315,18,7,36,41.01561729,15033,17,3,38,15,43.08074887,2.065131576,194,77,19,14,36,25,54.88748417,13.87186688,199,75,18,7,36,15,41.01561729,0,235,63
176,208,4,0.258720863,0.243998363,0.72573402,77.59668262,-46.27588864,78.20336523,19,14,41,60.45215264,15104,17,3,38,13,68.18106094,7.728908302,170,88,19,14,41,26,60.45215264,0,201,75,18,12,39,18,64.97090513,4.518752487,284,53
27,72,22,0.214813337,0.31176563,1.055100537,25.48792255,-20.89646375,11.39351745,14,22,36,70.67632195,15180,0,20,22,21,82.97685993,12.30053798,78,194,0,20,22,21,82.97685993,12.30053798,134,113,12,22,29,8,75.73974502,5.063423066,142,106
21,96,52,0.711885191,0.025430907,0.794287664,35.98429506,-29.50561705,11.70325586,18,7,36,106.4520691,14971,18,7,36,16,106.4520691,0,142,105,19,14,36,25,116.2834303,9.831361236,197,75,18,7,36,16,106.4520691,0,247,60
159,64,183,0.751006858,0.00796685,0.334172079,39.6225449,59.61970107,-68.18284142,17,9,21,68.75846101,14928,17,9,21,12,68.75846101,0,137,108,17,9,22,25,70.03089544,1.272434438,214,69,17,9,21,12,68.75846101,0,199,75
166,215,76,0.041432887,0.083756933,0.910848515,78.00765352,-55.70257019,59.99523081,19,14,41,61.52100568,14946,19,14,41,26,61.52100568,0,149,100,19,14,41,26,61.52100568,0,199,75,18,14,30,9,87.89526054,26.37425486,160,93
75,50,8,0.862353868,0.636419173,0.66434896,20.04389707,4.135521291,2.382070242,9,11,27,78.59385063,14960,1,20,19,10,81.03336458,2.439513953,118,126,1,20,22,23,80.85885117,2.265000541,169,88,9,13,29,8,78.8800269,0.286176269,139,107
181,29,163,0.863774038,0.379554302,0.24694383,39.89032719,64.31817547,-54.02415545,13,16,15,57.96125745,14911,14,15,16,11,59.16906482,1.207807373,152,98,16,16,19,31,68.53243683,10.57117938,318,46,14,17,18,5,63.60708018,5.645822738,92,162
242,123,192,0.895216541,0.00696532,0.436688325,64.89504663,51.75107407,-39.27473776,18,8,24,57.81464171,14950,18,8,24,14,57.81464171,0,164,91,19,15,26,25,64.23001397,6.415372257,199,75,18,8,24,14,57.81464171,0,220,67
192,41,20,0.596752226,0.394152485,0.597765457,36.30956411,42.89182461,37.81725902,13,21,36,57.71484103,14938,0,20,22,21,66.57494445,8.860103427,72,207,0,20,22,21,66.57494445,8.860103427,133,112,8,21,25,4,65.48122818,7.766387148,72,207
37,200,7,0.247406728,0.364609895,0.451145325,70.6081339,-73.10958252,68.42869687,18,9,39,39.6503123,14922,0,20,22,21,83.05764362,43.40733132,70,213,0,20,22,21,83.05764362,43.40733132,134,111,17,11,38,17,40.32300992,0.672697615,288,51
15,251,51,0.652530435,0.700205512,0.186420702,88.04794998,-87.63373563,74.22728178,18,7,34,45.80552117,14912,0,20,21,8,85.05751914,39.25199797,89,167,1,20,22,22,85.16564047,39.3601193,158,94,18,7,34,15,45.80552117,0,244,61
12,58,105,0.740712535,0.727716425,0.768334377,21.96242935,12.93183219,-40.3953273,4,31,6,69.81861556,14914,6,30,8,20,70.55862823,0.740012671,263,56,3,26,13,28,74.61846199,4.799846425,232,64,7,25,10,14,70.9712351,1.152619544,229,65
6,200,255,0.372268953,0.147531504,0.762758447,75.32673465,-2.94889128,-42.54011268,16,8,25,18.19774194,14928,16,8,25,13,18.19774194,0,146,102,17,10,25,26,20.2974123,2.09967036,226,66,16,8,25,13,18.19774194,0,216,69
48,200,128,0.295842766,0.921832487,0.700671442,75.30177517,-57.97475432,17.44915037,11,38,19,34.6553158,14920,14,30,22,8,39.164587,4.509271197,103,144,19,21,22,22,55.37425343,20.71893762,153,97,16,26,23,8,45.12370371,10.46838791,128,116
34,14,128,0.856187994,0.553616251,0.751363461,20.9424332,46.74907507,-69.01559925,8,25,9,73.31239829,14928,10,19,13,10,74.90569618,1.593297892,148,100,3,25,13,28,80.46672358,7.154325295,242,61,10,19,13,10,74.90569618,1.593297892,160,93
13,161,162,0.762333671,0.954663727,0.245637863,57.44863208,-22.34259195,-26.01810467,6,32,4,50.23689276,14951,12,20,13,13,56.99067932,6.753786559,178,83,17,19,21,31,76.99003767,26.7531449,303,49,15,22,17,6,68.04002504,17.80313227,108,138
212,18,235,0.683665496,0.422771909,0.548017922,52.54215139,88.9408358,-81.82387691,6,34,3,26.79747134,14973,8,34,6,21,29.30099183,2.503520491,284,52,3,27,12,28,63.6846067,36.88713536,233,64,10,31,10,16,35.21680694,8.419335597,263,56
23,160,85,0.643825458,0.114858176,1.052709949,57.86103103,-48.54932984,22.10341999,18,7,38,96.31868932,14968,17,3,38,12,98.52819354,2.209504222,146,102,19,14,36,25,106.5331087,10.21441936,196,76,18,7,36,16,96.39120903,0.072519714,246,60
162,117,211,0.741604473,0.843962417,0.434358528,56.72788031,41.4625704,-67.38126769,7,35,2,61.25439296,14969,8,37,5,20,62.3334652,1.079072244,262,57,17,26,18,26,98.75449278,37.50009982,231,64,10,37,8,20,64.01599726,2.761604303,327,45
69,68,155,0.228563502,0.233119814,0.873525459,32.21321998,34.85161133,-62.00552037,7,33,17,31.17168333,14979,2,22,16,11,37.23738842,6.065705093,137,109,2,27,13,24,36.30337287,5.131689548,181,82,7,24,22,5,37.95921924,6.787535919,88,170
245,165,132,0.692435772,0.650060424,1.052558125,68.88145194,18.2901414,9.290088143,12,24,35,31.50344116,15162,0,20,22,21,37.28986151,5.786420352,79,191,0,20,22,21,37.28986151,5.786420352,134,113,12,24,35,14,31.50344116,0,241,62
39,41,1,0.15454581,0.048911674,0.208447759,19.18244821,-5.982834285,-0.640512274,10,9,32,40.83788812,14972,11,10,32,12,41.21004396,0.37215584,142,105,13,15,31,27,47.96836501,7.130476884,274,54,11,10,32,12,41.21004396,0.37215584,203,73
98,229,247,0.303519012,0.328866327,0.630893198,86.41235681,-19.63983431,-23.42697102,14,16,23,1.733499141,15183,13,15,23,14,2.998168083,1.264668942,206,73,15,15,22,32,6.493467003,4.759967862,350,43,14,16,23,6,1.733499141,0,108,140
149,216,216,0.740877774,0.740073653,0.644102248,85.08051086,-22.96381904,-25.72325714,15,13,18,29.74663452,14984,15,13,18,9,29.74663452,0,204,73,15,13,17,26,31.78843478,2.041800255,250,59,15,13,18,9,29.74663452,0,153,97
89,83,190,0.528628588,0.210449885,0.339440664,42.95847358,44.48055613,-79.56864377,13,16,15,51.93923611,15081,13,16,15,11,51.93923611,0,159,94,14,14,18,31,57.67950765,5.740271539,314,48,14,15,16,7,53.25401402,1.314777909,121,124
170,140,85,0.765004473,0.294524829,0.875916112,58.57886111,-6.039072728,18.37193903,17,3,38,52.95028306,15011,17,3,38,15,52.95028306,0,182,82,19,14,36,25,62.70563425,9.755351184,197,76,18,7,38,17,53.73583913,0.785556069,257,58
151,220,141,0.70880858,0.926905171,0.439809059,84.96325094,-49.32733413,18.99503346,9,16,18,24.25258075,14986,10,15,19,7,24.51290022,0.260319469,129,116,11,14,18,25,25.47857223,1.225991477,256,58,10,15,19,7,24.51290022,0.260319469,113,132
231,232,154,0.577231544,0.686969798,0.160000593,89.09706384,-25.59457882,27.34894306,11,14,19,7.916016638,14947,12,13,20,12,8.821047675,0.905031037,181,82,13,17,22,30,12.33894665,4.422930014,330,45,12,16,20,5,9.330821964,1.414805326,86,173
185,225,145,0.620305734,0.309479796,0.497669087,83.87717977,-42.2463828,26.95408792,18,7,34,43.68946536,14945,17,3,39,13,45.09784079,1.408375435,147,101,19,14,33,26,58.20638019,14.51691484,209,71,18,7,34,15,43.68946536,0,235,63
168,93,224,0.340676061,0.837292657,0.327793404,51.83721153,57.63859121,-77.99003761,12,39,10,118.429932,14958,14,34,13,11,124.7585525,6.328620482,134,111,18,24,19,25,158.1192365,39.68930458,203,73,16,29,16,10,139.2877121,20.85778012,155,96
115,54,146,0.152899133,0.169124729,1.030677806,34.3036283,43.31412638,-60.71878668,10,34,32,28.69909546,14973,0,20,22,21,54.70572437,26.00662891,73,205,0,20,22,21,54.70572437,26.00662891,132,113,9,21,21,2,54.41055474,25.71145927,44,340
140,247,144,0.701800359,0.766062593,0.081685341,92.22505771,-65.28660809,27.63643203,18,8,24,38.7881233,14982,18,8,24,13,38.7881233,0,155,96,16,9,22,27,41.88695794,3.098834645,246,60,18,8,24,13,38.7881233,0,215,69
49,114,182,0.360320716,0.285325132,0.807767037,47.3397176,17.14838104,-61.37135127,6,18,18,22.91879759,14947,4,19,18,11,22.99704977,0.078252172,139,107,1,20,19,24,23.19593211,0.277134513,184,81,7,17,18,5,23.03479392,0.11599633,87,171
164,104,251,0.73189236,0.700188424,1.021447092,57.82763565,66.2475738,-72.71097302,8,37,3,40.91248716,14978,10,38,7,19,42.59832187,1.685834716,213,70,3,28,10,27,69.31827741,28.40579026,225,66,10,38,7,19,42.59832187,1.685834716,300,49
240,207,217,0.252696243,0.785710783,0.706900963,83.13891759,3.468126264,-21.78566314,12,39,10,43.31627808,15058,16,29,16,10,55.84318598,12.52690791,124,121,19,21,22,22,86.75348892,43.43721085,154,97,16,29,16,10,55.84318598,12.52690791,153,98
74,82,250,0.371866538,0.696126424,0.797656528,45.37976309,74.10475312,-94.17282226,12,39,10,102.5062997,14991,12,39,10,10,102.5062997,0,117,128,17,26,18,27,139.129318,36.6230183,235,63,14,27,15,8,130.8593487,28.35304899,139,107
121,104,218,0.918576517,0.138873624,0.433953007,53.66438487,49.08169046,-79.88899161,17,9,21,77.49593091,14968,17,9,21,12,77.49593091,0,162,92,17,9,22,25,79.59489398,2.09896307,214,69,17,9,21,12,77.49593091,0,200,74
108,238,20,0.227162188,0.765572627,0.135302961,85.90133348,-79.71594045,83.62817537,10,36,31,11.32814961,14960,11,34,31,11,11.55126213,0.223112517,156,95,10,36,29,25,11.96399818,0.635848574,227,65,12,31,32,14,12.69641768,1.368268068,224,66
45,219,173,0.129570308,0.6800185,0.602507889,80.34803533,-49.65981654,-3.000208076,12,36,18,23.77806649,14970,15,28,22,9,33.36476833,9.58670184,116,129,19,21,22,22,48.16321412,24.38514763,153,97,16,29,16,10,31.43151211,7.653445611,152,98
195,177,254,0.534437291,0.163162774,0.901871242,0,0,0,15,4,37,92.71381621,14944,15,4,37,17,92.71381621,0,179,83,19,14,36,25,104.4491065,11.73529032,195,76,15,4,37,17,92.71381621,0,278,53
117,27,52,0.715877881,0.812167704,0.62194587,23.72096941,26.59973324,-15.75197241,7,33,9,73.98480862,14940,7,33,9,14,73.98480862,0,189,79,3,28,10,27,78.74083918,4.756030564,225,66,8,35,11,18,74.17455268,0.18974406,295,50
220,99,193,0.110752752,0.475655117,1.036522215,54.64748939,57.45817517,-48.32445289,12,39,10,76.27670422,14964,15,31,15,11,87.37481368,11.09810946,132,113,19,21,22,22,128.48186,52.20515576,153,97,16,29,16,10,93.02243405,16.74572983,152,98
0,88,3,0.250402348,0.025623719,0.634319858,29.97316898,-31.17848383,18.42386322,16,4,37,60.246612,14936,17,4,39,12,60.9371948,0.690582795,148,100,19,14,39,26,72.11672888,11.87011688,208,71,17,6,37,16,61.62396885,1.377356851,267,55
161,54,37,0.635385923,0.657938035,0.158548824,30.73589587,30.43609692,15.97365743,5,32,9,58.23160857,14953,7,33,13,15,58.85932723,0.62771866,218,68,11,33,16,25,62.92106636,4.689457789,250,59,6,31,11,14,58.47339279,0.241784224,233,64
74,69,177,0.820367841,0.75224567,0.453530208,37.84243047,44.86460727,-78.06943881,6,34,3,69.24071625,14947,9,36,8,14,73.40439715,4.163680897,196,76,16,29,16,26,101.6609328,32.42021658,234,63,14,28,16,9,90.45199885,21.2112826,151,98
237,157,218,0.000707832,0.812711339,1.019416134,72.33864514,36.0607213,-46.47532234,14,34,13,130.0824946,14949,16,29,16,10,139.034209,8.951714412,151,99,19,21,22,22,166.186792,36.10429738,153,97,16,29,16,10,139.034209,8.951714412,151,99
43,211,109,0.888648372,0.580544575,0.293693321,75.54455051,-64.64341995,29.54792694,18,7,32,78.26503588,14954,18,8,30,14,79.02321077,0.75817489,134,111,19,14,29,24,88.23632054,9.971284661,187,79,18,8,30,14,79.02321077,0.75817489,221,67
126,98,137,0.387730948,0.223506453,1.054064279,45.49692663,17.30824197,-32.08253616,12,11,33,31.76426329,14952,12,10,35,10,32.016745,0.252481717,142,105,14,16,37,30,35.1936842,3.429420909,302,49,12,10,33,12,32.07236217,0.308098883,204,73
118,40,92,0.866317189,0.130435614,0.440380714,29.26058235,35.27690021,-29.17196639,18,8,24,80.28535828,15111,18,8,24,14,80.28535828,0,172,87,19,15,26,25,86.49922911,6.213870827,203,74,18,8,24,14,80.28535828,0,223,67
25,219,215,0.339369076,0.463942684,0.024216546,80.32000273,-34.29483397,-31.08645294,13,16,15,22.99308649,15000,13,16,15,10,22.99308649,0,154,97,17,18,21,33,44.21755628,21.22446979,358,41,15,20,17,6,34.87248795,11.87940146,117,128
201,91,88,0.068945883,0.878046497,0.146458518,45.88654743,35.69423613,1.546281991,14,34,13,135.2064833,14980,16,29,16,10,144.4696781,9.263194805,153,97,19,21,22,22,171.0274234,35.8209401,154,97,16,29,16,10,144.4696781,9.263194805,154,97
109,100,129,0.19842011,0.367607884,0.037451655,44.11078406,8.625168578,-33.33968621,9,36,9,32.00621124,14964,10,35,11,15,33.55645659,1.550245348,226,66,16,29,16,29,57.77462607,25.76841483,261,57,10,33,12,14,36.11838855,4.112177309,234,63
220,7,89,0.290342456,0.033363236,0.181312152,45.46939891,61.63441957,-3.305409711,11,9,29,11.39276836,14943,12,15,28,7,13.72242787,2.329659507,197,75,13,18,29,30,18.84513433,7.452365968,335,44,12,15,28,7,13.72242787,2.329659507,120,124
93,228,65,0.51960786,0.454863196,0.410138013,81.0629457,-77.57498183,63.55273726,17,3,38,44.11622296,14957,19,14,36,25,61.27146532,17.15524235,128,116,19,14,36,25,61.27146532,17.15524235,201,74,18,7,38,17,46.04880541,1.932582451,262,57
