BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
80,-20,-15,79.88339488,-15.66231034,-34.68380193,0.478,0.56475,1.0888,106,201,220,132,209,225,
80,-35,15,79.65079809,-41.67244516,1.136699225,0.38705,0.56065,0.5979,109,206,160,132,214,168,
80,-50,60,79.451341,-68.60213723,58.30975857,0.30635,0.55715,0.1633,111,211,65,132,219,78,
85,-30,-5,85.46352975,-29.61659849,-25.05369489,0.51535,0.6692,1.08865,105,220,215,132,228,220,
85,-40,15,85.77591324,-46.8429913,0.793056479,0.45745,0.6754,0.72545,107,224,175,132,231,181,
90,-65,80,92.00249084,-84.07704715,85.27701109,0.422,0.8071,0.13995,109,248,37,132,254,48,
30,60,-30,28.61649105,42.51007169,-37.87259741,0.09845,0.0569,0.2059,120,0,111,133,0,118,
30,65,-40,28.23423349,49.89966916,-48.52678092,0.10585,0.05545,0.2645,127,0,136,133,0,133,
40,80,-85,40.88843297,89.04924428,-101.9164949,0.28395,0.11795,1.0888,109,3,233,133,6,237,
30,55,-20,26.33212589,42.44280015,-32.02406871,0.0865,0.0486,0.1576,115,7,91,133,18,103,
35,65,-55,32.38051216,63.49049409,-72.27855166,0.15305,0.07255,0.51365,113,11,163,133,24,171,
30,50,-5,25.12196812,36.64097131,-17.91530118,0.0744,0.04455,0.09535,116,13,68,133,28,81,
35,55,-40,31.05528548,50.8733337,-54.59772605,0.12415,0.06675,0.3403,114,27,137,133,41,146,
35,40,-10,28.81166629,32.44636006,-22.93405811,0.0873,0.05765,0.1369,115,42,88,133,56,99,
35,35,5,29.18425745,26.35879749,-6.624880697,0.0822,0.0591,0.0822,116,45,64,133,60,77,
35,30,30,28.57725049,19.1281779,14.15579919,0.0717,0.05675,0.03355,117,48,26,133,63,40,
40,40,-30,35.53763914,38.67357502,-45.58780236,0.1349,0.0877,0.33075,114,57,134,133,70,143,
40,35,-20,34.82257372,31.14744307,-34.04704396,0.1191,0.0841,0.24515,115,60,116,133,73,126,
40,30,-10,33.88899063,26.84421342,-25.16616962,0.1076,0.07955,0.18705,115,63,99,133,76,111,
40,25,5,32.82106007,19.39177411,-8.349576412,0.0923,0.07455,0.1078,117,65,74,133,79,88,
45,15,5,38.17243207,9.165352297,-6.8801211,0.10865,0.10185,0.13725,115,84,88,133,97,99,
45,5,50,38.78598857,-3.490574463,31.94452137,0.09575,0.10535,0.03325,116,89,6,133,102,17,
100,-5,30,39.59730781,-5.939444725,31.60596357,0.09705,0.1101,0.0361,255,250,187,133,105,8,
50,5,10,43.6537329,-2.784861072,-2.590556592,0.1251,0.136,0.15955,115,103,92,133,115,102,
50,-5,50,44.13956931,-13.39507829,34.41227201,0.11295,0.13935,0.04525,116,106,4,133,119,30,
55,-15,60,49.44755599,-25.57449278,42.73196894,0.12835,0.1796,0.0469,117,126,0,133,136,0,
60,5,-20,56.68851208,6.004544705,-40.44252699,0.24755,0.24605,0.61995,112,131,171,133,142,178,
60,-15,25,56.21272991,-26.59000353,15.10490754,0.1754,0.24125,0.1782,115,138,88,133,150,100,
65,15,-45,63.54485899,29.60757827,-62.85369139,0.3929,0.32245,1.0888,109,141,233,133,152,238,
65,5,-30,62.90240425,13.06457072,-56.58053378,0.3349,0.3147,0.97265,110,146,205,133,156,210,
65,-20,20,61.5764902,-29.20373138,7.660256431,0.2161,0.2991,0.27285,113,155,111,133,165,120,
65,-25,35,61.84787444,-38.86920964,28.41642024,0.19855,0.30225,0.1612,114,157,81,133,167,93,
70,-15,-5,67.77298294,-17.68717495,-21.78912219,0.3079,0.37665,0.6251,110,168,171,133,178,178,
70,-40,75,67.81744254,-52.08568001,60.46669721,0.22475,0.37725,0.0808,135,189,0,133,186,0,
75,-20,-5,73.55851023,-22.57194694,-22.20046685,0.36505,0.4602,0.74975,110,185,185,133,194,192,
75,-25,5,73.84303016,-31.25143054,-10.24848213,0.34305,0.4646,0.61305,111,187,165,133,196,173,
75,-40,45,73.69776253,-55.63937081,39.18854598,0.2757,0.46235,0.2095,112,192,88,133,201,98,
80,-25,-5,79.6308898,-26.03408434,-23.71047277,0.43785,0.5603,0.9129,109,203,201,133,211,206,
85,-35,5,85.61492289,-38.54544354,-12.23958643,0.4846,0.6722,0.89625,107,222,195,133,229,200,
85,-55,60,85.7357134,-74.67863209,55.45418044,0.3662,0.6746,0.2349,110,228,80,133,236,91,
85,-60,85,85.73822682,-74.59013809,82.67284084,0.3665,0.67465,0.10855,122,240,0,133,237,0,
40,85,-90,42.97343766,90.41144043,-98.3216592,0.31115,0.1314,1.0888,119,0,252,134,0,246,
30,45,20,24.67089654,31.24485382,-4.651896609,0.067,0.0431,0.0569,118,19,29,134,34,46,
30,45,15,23.45538039,32.60975528,-6.439717126,0.0633,0.03935,0.0562,117,19,39,134,35,53,
35,50,-30,30.62845665,41.94278068,-44.04394728,0.109,0.06495,0.26225,116,32,120,134,47,130,
35,45,-20,28.90216903,39.15258602,-36.18757782,0.0958,0.058,0.19955,116,37,104,134,52,114,
40,60,-60,36.97605944,66.91051183,-83.86079881,0.1957,0.09525,0.7319,113,39,186,134,53,193,
40,50,-45,35.26192621,53.82713249,-66.21165648,0.15775,0.0863,0.50285,115,49,159,134,62,167,
35,30,35,28.73380051,18.25677017,14.33240702,0.0715,0.05735,0.0337,118,48,11,134,63,32,
45,60,-70,43.66104251,73.76921203,-97.1361336,0.27555,0.13605,1.0888,111,55,220,134,68,225,
45,45,-50,40.81599431,54.18173237,-75.39766901,0.2034,0.1175,0.70905,113,68,183,134,80,189,
40,20,25,32.39162389,12.75788243,5.207658748,0.08245,0.0726,0.06515,117,68,41,134,82,57,
45,35,-35,40.27082656,37.1984167,-55.55088374,0.16645,0.11415,0.48335,113,74,156,134,87,164,
50,45,-60,47.6494522,59.82842343,-89.873073,0.28375,0.1652,1.0825,111,82,216,134,94,221,
45,20,-5,38.62953082,14.21182842,-22.23949692,0.11835,0.10445,0.2148,116,82,104,134,95,115,
45,10,25,37.73452952,1.001072446,10.91660673,0.0957,0.0994,0.0743,117,86,54,134,99,67,
45,5,55,38.41951614,-3.132265375,25.55989256,0.09425,0.10325,0.0433,126,96,0,134,101,0,
50,0,30,44.30455226,-12.02008741,19.71970905,0.11585,0.1405,0.0814,117,104,55,134,117,69,
50,-5,60,44.85042072,-16.16924488,35.89398611,0.11335,0.14435,0.04475,132,118,0,134,119,0,
50,-5,55,44.31170497,-16.00110268,37.66575784,0.1104,0.14055,0.0397,116,106,0,134,119,11,
55,0,5,49.97173715,-8.824468478,-8.266005794,0.15905,0.18395,0.2472,116,118,112,134,130,122,
55,-10,35,50.13273172,-22.22181359,27.56646198,0.13805,0.1853,0.08795,116,122,55,134,134,71,
60,0,-10,56.17279751,-2.605681183,-27.95988688,0.2232,0.24085,0.4817,114,133,152,134,144,161,
60,-5,0,55.86684939,-11.0361294,-15.06466554,0.2027,0.2378,0.3653,114,135,134,134,146,143,
60,-20,45,55.64453769,-31.98298232,39.30592412,0.1613,0.2356,0.0813,115,140,50,134,151,63,
70,10,-45,69.62239013,25.66121265,-52.37518943,0.4676,0.40215,1.0888,108,158,249,134,168,253,
65,-30,60,61.94648128,-44.72241604,51.4510425,0.18785,0.3034,0.07765,115,158,25,134,169,40,
70,0,-30,68.51883024,7.423953256,-54.27787889,0.39055,0.3868,1.0888,111,162,219,134,172,224,
70,-35,50,67.98374742,-51.61477627,45.00817968,0.22735,0.3795,0.13525,114,175,63,134,185,76,
75,-35,30,74.01994396,-48.12556525,21.52409913,0.29855,0.46735,0.32515,113,190,116,134,199,127,
80,-10,-30,80.72766994,1.534842364,-33.22815528,0.55715,0.5798,1.0888,108,197,250,134,205,254,
80,-30,5,79.99644836,-34.79847225,-11.67192108,0.41385,0.56675,0.75705,110,204,179,134,213,187,
90,-60,60,92.3692367,-80.5002725,58.32575407,0.43935,0.81535,0.2889,110,246,93,134,253,103,
30,55,-15,30.67626848,26.58479962,-18.9695447,0.08985,0.06515,0.13385,118,3,84,135,15,95,
30,50,0,27.03183883,31.80442851,-8.941978185,0.078,0.05105,0.0782,118,12,61,135,27,74,
30,45,25,24.40175465,29.32787349,7.36423989,0.06405,0.04225,0.0329,119,18,24,135,34,39,
35,40,-5,29.66336732,28.6890622,-17.28000255,0.0872,0.061,0.12045,118,41,79,135,55,92,
35,35,10,28.99230841,24.46275233,-4.009259177,0.0792,0.05835,0.0739,118,45,53,135,59,70,
35,30,45,29.31132296,17.62078931,16.46666207,0.0734,0.0596,0.0319,119,48,0,135,62,9,
35,30,40,29.50059551,18.43628912,15.81013195,0.0751,0.06035,0.03345,119,48,3,135,62,23,
45,65,-75,44.11798296,79.96338996,-96.34830524,0.29645,0.1392,1.0888,113,50,228,135,63,234,
40,30,-5,33.77374895,24.30570616,-21.52897701,0.1036,0.079,0.16835,118,63,93,135,76,103,
40,25,10,32.81014301,16.32585083,-6.380535144,0.0886,0.0745,0.101,119,65,64,135,79,80,
40,20,30,32.98423327,9.979591341,15.38366854,0.0822,0.0753,0.04485,118,68,35,135,81,49,
45,30,-25,40.40197535,29.00406141,-41.96244833,0.1532,0.11495,0.36715,116,77,138,135,90,147,
45,25,-15,40.22971694,20.20949638,-29.47485248,0.13765,0.1139,0.275,117,79,120,135,92,131,
45,15,10,37.52649946,8.014727727,-5.828514167,0.10345,0.09825,0.12855,118,84,77,135,97,91,
45,10,30,37.94096117,0.515689546,16.64067609,0.0962,0.10055,0.0606,119,86,39,135,99,59,
50,35,-45,46.93510502,43.15492219,-69.73665513,0.23635,0.1597,0.77075,115,88,188,135,100,195,
50,25,-30,46.43192044,27.2048358,-50.77258711,0.1978,0.1559,0.54105,115,93,160,135,106,169,
50,10,0,44.21858699,5.097884982,-15.3733897,0.14095,0.1399,0.2305,117,100,106,135,113,118,
55,35,-55,53.66438487,49.08169046,-79.88899161,0.3242,0.2166,1.0888,111,102,222,135,114,227,
55,15,-25,51.76930636,17.33933332,-45.78544551,0.2253,0.1994,0.5854,114,112,166,135,124,173,
55,5,-5,50.52888717,0.21684355,-21.59183983,0.1797,0.18865,0.3446,117,116,129,135,128,139,
55,-5,20,50.45828071,-13.81025819,10.03005051,0.1541,0.18805,0.15555,117,120,84,135,132,97,
60,25,-50,58.66295687,39.6643,-71.27076402,0.35915,0.26665,1.0888,111,122,228,135,133,232,
55,-10,40,50.00758162,-20.41918905,28.37863389,0.14005,0.18425,0.08485,118,122,46,135,134,62,
60,15,-35,57.72726779,23.29270523,-60.89858173,0.3017,0.25675,0.90455,113,127,200,135,138,205,
60,-20,50,55.39532844,-31.76959888,40.85612295,0.1598,0.23315,0.0757,117,140,40,135,151,53,
65,-15,10,61.62832884,-22.34354399,-3.877042969,0.2315,0.2997,0.3555,115,153,129,135,163,138,
65,-25,40,61.645593,-38.59621234,33.46921963,0.19735,0.2999,0.13775,117,156,71,135,167,84,
70,-25,20,68.04271962,-36.05532869,8.875233963,0.2639,0.3803,0.34255,115,172,124,135,181,133,
75,-5,-30,75.03259456,4.370934975,-43.04725075,0.47485,0.4833,1.0888,110,179,235,135,189,239,
75,-45,70,73.39604251,-59.60451151,65.20732328,0.26275,0.4577,0.0957,114,193,19,135,202,36,
80,-40,30,80.11205249,-52.30287269,20.49732498,0.3606,0.5688,0.41675,113,208,131,135,216,139,
80,-45,45,80.00209405,-60.32491361,39.0446004,0.3358,0.56685,0.27535,113,209,99,135,217,110,
80,-50,65,79.26824791,-69.70715177,63.34546609,0.3013,0.55395,0.13985,114,211,53,135,219,66,
85,-45,30,85.70302763,-57.64869342,20.43362348,0.4196,0.67395,0.506,112,225,143,135,233,152,
90,-50,30,92.09385413,-62.7830086,20.56997673,0.49815,0.80915,0.6203,110,243,157,135,250,165,
90,-65,85,91.85061982,-81.78734239,92.75802549,0.42745,0.8037,0.11015,112,248,11,135,254,21,
30,60,-25,27.88581246,39.62217229,-31.94561788,0.09105,0.05415,0.1696,125,0,104,136,0,110,
35,70,-60,32.54665533,68.1192683,-78.70075314,0.16225,0.0733,0.58295,117,1,174,136,0,179,
35,60,-45,30.80724849,55.40301171,-60.92110342,0.1293,0.0657,0.3866,117,19,144,136,33,154,
30,45,30,23.81965545,28.49980734,14.34628907,0.06095,0.04045,0.0218,119,19,18,136,34,32,
40,65,-65,37.4537608,71.80262666,-88.73827928,0.20985,0.09785,0.8057,115,32,195,136,46,202,
35,35,15,28.19431088,24.30464468,-0.373332117,0.07535,0.0553,0.0611,119,45,50,136,59,63,
35,30,50,29.05647323,18.38029838,20.9142482,0.07305,0.0586,0.0249,134,58,0,136,62,0,
40,45,-35,35.48862101,44.34447745,-51.15044965,0.14355,0.08745,0.37285,118,52,140,136,66,151,
45,50,-55,41.31132183,59.48187292,-80.20803996,0.21895,0.1206,0.78085,116,63,191,136,76,198,
40,20,35,32.56872199,8.63276358,16.78495222,0.07875,0.0734,0.04085,120,67,28,136,81,41,
50,50,-65,47.59160656,65.65680827,-90.35929904,0.2982,0.16475,1.0888,113,78,226,136,90,230,
50,20,-20,45.46251312,19.31368182,-38.79470908,0.1746,0.14875,0.4129,117,96,143,136,108,152,
50,15,-10,44.46863738,9.957108594,-25.25470758,0.15065,0.14165,0.29565,117,98,125,136,110,135,
50,5,15,43.69756373,-5.783304341,3.037168788,0.121,0.1363,0.13565,118,102,81,136,115,94,
50,0,35,43.4483323,-12.98145908,26.7074441,0.10945,0.1346,0.05925,119,104,43,136,117,61,
55,25,-40,51.5533705,32.88358432,-65.51845954,0.25875,0.1975,0.82035,115,107,193,136,119,200,
55,10,-15,50.62865718,7.836626793,-33.20593673,0.19525,0.1895,0.44195,116,114,148,136,126,156,
60,-10,15,55.85677412,-20.11084611,3.46404037,0.1847,0.2377,0.2377,117,137,108,136,148,117,
60,-15,30,55.14950656,-27.27036044,24.49241797,0.16585,0.23075,0.1288,117,138,79,136,149,91,
65,0,-20,62.3045082,1.363360356,-41.36804297,0.2959,0.3076,0.74675,114,147,185,136,158,192,
65,-10,0,61.64127768,-14.95707806,-15.20609363,0.24845,0.29985,0.45085,116,151,147,136,162,156,
65,-20,25,61.51159433,-31.96695425,16.25363002,0.2097,0.29835,0.22015,117,155,102,136,165,112,
65,-30,65,61.42055714,-41.50250666,61.69650231,0.1897,0.2973,0.05035,117,158,2,136,168,21,
70,-30,35,67.83965466,-44.92412607,30.11709816,0.24095,0.37755,0.20395,115,173,95,136,183,105,
70,-35,55,67.19442178,-52.66762844,52.88776664,0.2177,0.3689,0.10105,117,175,51,136,184,65,
75,-40,50,73.44159299,-57.99272298,47.98066972,0.26715,0.4584,0.16315,116,192,77,136,201,88,
75,-45,75,73.37976323,-60.09315178,75.43905944,0.2614,0.45745,0.06625,118,194,0,136,202,0,
85,-50,45,85.4534208,-66.84340855,39.95424205,0.38655,0.669,0.3346,113,227,113,136,234,123,
85,-55,65,85.47363669,-77.11084303,65.85228128,0.35555,0.6694,0.17675,114,228,68,136,236,79,
90,-55,45,92.17617155,-71.94769159,40.49475295,0.4662,0.811,0.4237,112,245,127,136,251,135,
100,-5,30,42.74063547,85.34647067,-98.72304228,0.295,0.12985,1.0888,255,250,187,137,6,239,
100,-5,30,38.56844344,81.31054212,-101.3910198,0.2411,0.1041,1.01655,255,250,187,137,8,219,
30,55,-10,26.60617454,35.75425545,-18.67704154,0.0803,0.04955,0.10645,120,2,76,137,12,88,
30,50,5,24.59210731,33.97165957,-6.458502421,0.06935,0.04285,0.0608,120,11,52,137,26,67,
30,45,45,25.04490278,28.39218482,14.15014903,0.0658,0.0443,0.0247,128,25,0,137,33,0,
30,45,40,24.796328,25.54089591,18.69118549,0.0621,0.0435,0.01875,121,17,0,137,33,15,
30,45,35,24.24174603,27.22623064,16.65590395,0.06145,0.04175,0.01995,120,18,9,137,33,25,
35,55,-35,31.00824192,47.72850619,-47.05252064,0.1193,0.06655,0.2861,119,25,128,137,40,138,
35,50,-25,29.72566395,43.31948128,-38.94825397,0.10565,0.06125,0.2224,119,32,112,137,46,122,
35,45,-15,28.72079649,37.8923458,-30.01732631,0.0933,0.0573,0.1673,119,37,96,137,51,107,
35,40,0,28.11424854,29.20838912,-14.61116506,0.08025,0.055,0.10145,120,41,72,137,55,84,
40,55,-50,36.21431706,56.8237936,-70.84448315,0.1703,0.0912,0.5666,117,44,169,137,57,176,
45,70,-80,44.28308392,86.83975821,-96.06364841,0.3168,0.14035,1.0888,113,44,239,137,57,243,
35,35,20,26.70625653,24.35560258,-3.765455054,0.06885,0.0499,0.0631,121,44,38,137,59,55,
40,40,-25,34.15928425,35.7450423,-41.91006769,0.1216,0.08085,0.28805,118,56,125,137,69,135,
40,35,-15,33.17861719,31.13629199,-32.02479081,0.10925,0.0762,0.21695,119,59,107,137,73,119,
40,25,15,32.2355927,14.41042621,-0.863979919,0.08355,0.0719,0.08075,120,65,60,137,78,73,
40,20,40,32.46926358,8.691769129,22.30039644,0.07835,0.07295,0.0313,121,67,12,137,81,32,
45,40,-40,40.44283452,42.81016126,-61.00582629,0.17805,0.1152,0.5401,117,70,165,137,83,172,
45,20,0,37.77954087,14.01883739,-15.48689306,0.11295,0.09965,0.17245,120,81,95,137,94,107,
45,15,15,37.60809486,6.153488321,1.416220504,0.1015,0.0987,0.1026,120,84,71,137,97,83,
45,10,35,38.20786785,-1.97469438,21.43777917,0.09455,0.10205,0.05085,120,86,33,137,99,51,
55,40,-60,53.32502618,55.52002335,-80.47409279,0.33825,0.21345,1.0888,114,99,232,137,111,236,
50,0,40,43.42624075,-11.59658129,22.33798466,0.1112,0.13445,0.07,120,104,38,137,116,52,
55,-5,25,49.6956262,-18.82336218,16.75618015,0.14045,0.18165,0.12235,120,120,74,137,132,89,
55,-10,45,49.3075673,-23.61255479,38.465759,0.1304,0.17845,0.05545,120,122,35,137,134,53,
65,20,-50,63.67620943,35.13485297,-62.62722512,0.4125,0.32405,1.0888,112,139,244,137,149,247,
60,-20,55,54.7255875,-32.7652529,40.69100323,0.15315,0.22665,0.073,119,140,26,137,151,41,
65,10,-35,63.13156708,17.749928,-62.23796584,0.3513,0.31745,1.06725,114,143,214,137,154,219,
65,-5,-10,61.98927611,-7.103877805,-29.04439907,0.2709,0.3039,0.59495,116,149,165,137,160,174,
65,-30,70,61.27706462,-42.71825683,58.39653734,0.18615,0.29565,0.05705,129,168,0,137,168,0,
70,-5,-20,68.38386835,-2.857929309,-42.27537577,0.3573,0.38495,0.90095,114,164,200,137,174,206,
70,-20,10,67.6802069,-28.66441662,-4.634164315,0.2783,0.3754,0.4494,117,170,143,137,179,151,
75,-30,20,73.6136152,-41.19743697,8.392768075,0.3124,0.46105,0.42455,116,189,137,137,197,145,
80,-50,70,79.13621377,-70.02672358,69.28339298,0.29895,0.55165,0.11575,117,210,38,137,219,52,
85,-20,-20,85.98394201,-14.10455879,-24.16561723,0.58565,0.67955,1.0888,111,216,245,137,224,249,
90,-45,20,91.94670558,-54.22623075,5.544978651,0.5281,0.80585,0.8013,112,241,179,137,248,185,
90,-60,65,92.24948423,-82.6421987,63.40501067,0.43035,0.81265,0.2547,114,246,82,137,253,92,
35,75,-65,35.74250415,65.77616357,-80.60559508,0.18315,0.08875,0.6665,130,0,193,138,0,187,
100,-5,30,24.17738487,31.34845082,6.229048103,0.06505,0.04155,0.0341,255,250,187,138,4,0,
35,65,-50,31.61261676,59.27739658,-66.44872962,0.1407,0.06915,0.44605,120,8,154,138,21,162,
30,50,10,25.2140669,30.1294496,-5.133863089,0.0682,0.04485,0.0602,122,11,46,138,25,60,
40,70,-70,37.95883722,76.40870688,-95.03749419,0.2243,0.10065,0.90535,116,25,205,138,37,210,
45,75,-85,45.51068126,91.63016474,-93.94710128,0.34525,0.1491,1.0888,115,37,248,138,50,252,
35,35,25,27.75031974,23.57284267,-1.821980156,0.0726,0.05365,0.06275,122,44,28,138,58,48,
40,30,0,33.20012074,21.99529255,-15.70814765,0.0975,0.0763,0.1383,120,62,84,138,76,95,
40,20,50,33.36080157,5.862591936,24.53043538,0.07945,0.07705,0.03025,125,69,0,138,81,0,
40,20,45,33.55224809,8.646453674,25.16238636,0.08345,0.07795,0.0298,122,67,0,138,81,21,
45,35,-30,39.74838819,35.29942502,-49.88648871,0.15915,0.111,0.4236,120,73,145,138,86,156,
50,55,-70,48.73531217,72.82422005,-88.38739282,0.3312,0.1738,1.0888,115,74,235,138,86,240,
45,25,-10,38.16356588,20.33632684,-28.02973973,0.1243,0.1018,0.2436,121,79,112,138,92,123,
50,40,-50,46.19071294,50.58582987,-77.39571669,0.246,0.1541,0.85645,118,84,197,138,97,204,
45,10,40,36.64022753,-0.95340419,23.31664898,0.0877,0.09345,0.04175,121,86,26,138,99,42,
50,30,-35,45.19970182,33.58583599,-57.05213576,0.19995,0.14685,0.58475,118,90,170,138,103,177,
50,10,5,41.81380289,2.093594541,-10.96514947,0.12065,0.1238,0.18435,120,100,99,138,112,110,
50,5,20,42.17732398,-4.647276164,7.610572298,0.11335,0.12615,0.1084,120,102,74,138,114,86,
55,0,10,48.96419191,-11.0163217,-2.44550304,0.148,0.17565,0.20405,119,118,103,138,130,114,
60,30,-55,57.77031603,47.62514241,-72.80979995,0.37155,0.2572,1.0888,113,119,238,138,130,242,
55,-10,50,48.3920644,-24.09279185,38.22599473,0.1238,0.17105,0.0525,121,122,27,138,134,42,
60,10,-25,56.34717676,12.24149854,-47.80505047,0.2588,0.2426,0.6991,117,129,181,138,140,187,
60,-5,5,55.17005663,-12.44521153,-9.918964059,0.19385,0.23095,0.3175,119,135,126,138,146,135,
60,-15,35,54.49077306,-30.51514241,29.45759082,0.15525,0.2244,0.10625,120,138,69,138,149,82,
60,-20,60,54.21219205,-33.84923027,57.92089622,0.14765,0.22175,0.03425,121,140,3,138,151,26,
100,-5,30,58.93728456,-40.76185416,59.14343383,0.17095,0.2696,0.0468,255,250,187,138,165,6,
65,-25,45,60.77721601,-42.18464919,42.74397643,0.18305,0.28995,0.098,119,156,61,138,167,75,
70,-10,-10,67.12294564,-13.12838993,-28.56546468,0.31265,0.36795,0.6911,116,166,181,138,176,187,
70,-35,60,66.61913488,-53.59849075,56.18834524,0.2105,0.3613,0.08735,119,175,40,138,184,53,
75,-10,-20,73.68806128,-6.617681705,-43.75749103,0.4171,0.4622,1.06275,114,181,214,138,190,220,
75,-35,35,73.27543513,-50.00145638,26.35399433,0.28535,0.45585,0.28255,117,190,107,138,199,117,
80,-15,-20,79.62804509,-10.64896616,-35.1240602,0.49225,0.56025,1.0888,113,199,230,138,207,234,
80,-35,20,79.12471521,-45.67033952,6.531885644,0.36775,0.55145,0.5315,116,206,150,138,214,158,
80,-45,50,78.91148853,-64.77105596,45.4064317,0.3104,0.54775,0.22495,117,209,89,138,217,100,
85,-40,20,85.17463158,-50.54788764,7.209313452,0.43575,0.6635,0.6365,115,223,164,138,231,172,
90,-30,-10,91.39918756,-28.18050966,-14.82898696,0.62475,0.79365,1.0888,111,236,240,138,243,244,
30,60,-20,27.31100226,39.34461875,-30.72360197,0.0878,0.05205,0.15935,129,0,98,139,0,103,
30,55,-5,23.40518265,40.97865528,-20.13955029,0.07125,0.0392,0.093,122,0,69,139,9,81,
30,50,15,23.60521239,33.18393856,-0.735683433,0.06445,0.0398,0.04475,124,8,39,139,24,53,
40,75,-75,37.6171457,82.45142694,-102.2363583,0.2344,0.09875,1.0042,117,13,214,139,25,219,
35,45,-10,27.01778532,36.90097526,-26.46417881,0.08355,0.051,0.1387,122,36,87,139,50,99,
35,40,5,26.83424807,30.9244863,-10.88178873,0.07615,0.05035,0.0828,122,40,64,139,54,77,
35,35,30,26.36114038,24.82912406,12.32884986,0.06785,0.0487,0.03045,123,44,20,139,58,41,
40,50,-40,34.64062977,49.78079003,-59.81033464,0.14645,0.0832,0.4334,120,48,151,139,61,159,
40,35,-10,32.65678877,27.88421556,-25.37560692,0.102,0.0738,0.17755,122,59,100,139,72,111,
45,55,-60,41.26376055,66.06297141,-87.50031079,0.2329,0.1203,0.87905,117,59,201,139,72,207,
40,25,20,31.11395797,14.06971182,1.551093915,0.07785,0.067,0.06885,122,65,52,139,78,65,
45,30,-20,38.49846139,27.28973227,-37.9350574,0.13705,0.1037,0.3123,120,76,130,139,89,139,
45,15,20,36.59324408,3.670599637,7.809833734,0.09295,0.0932,0.07745,122,84,64,139,97,75,
45,10,45,37.04086768,-1.356963465,30.87537696,0.08925,0.0956,0.03025,122,86,16,139,99,32,
50,15,-5,43.10777398,7.86764885,-20.11687515,0.13775,0.1323,0.2473,121,98,118,139,110,127,
50,0,45,42.78583798,-13.24014797,34.53753455,0.1053,0.13015,0.0406,122,104,23,139,116,42,
55,30,-45,51.51914893,39.75789048,-72.95735399,0.2752,0.1972,0.92425,118,104,203,139,116,209,
55,20,-30,50.36981112,23.64609592,-53.49236199,0.2259,0.1873,0.64445,118,110,176,139,121,182,
55,5,0,49.47790919,-1.399096795,-15.65446056,0.1684,0.17985,0.2891,121,116,120,139,128,131,
60,20,-40,57.45827543,29.19079376,-68.06304947,0.31445,0.25395,1.00475,117,124,209,139,135,214,
60,5,-15,56.24763456,3.744702047,-34.37906722,0.238,0.2416,0.5465,119,130,162,139,142,169,
60,0,-5,55.91718338,-4.246327509,-21.29342309,0.2173,0.2383,0.4174,120,132,143,139,144,152,
60,-10,20,55.87692183,-21.56308297,10.59645064,0.1821,0.2379,0.1981,121,136,96,139,147,109,
60,-20,65,55.54811155,-32.02577539,51.95383147,0.1605,0.23465,0.04955,127,145,0,139,151,0,
65,-15,15,61.55487031,-25.80427084,4.321234925,0.2232,0.29885,0.29485,120,153,120,139,163,129,
70,5,-35,69.46240771,15.02698973,-52.65102118,0.4285,0.3999,1.0888,115,160,229,139,170,234,
70,-15,0,68.06481287,-19.98918798,-15.21210534,0.3051,0.3806,0.55905,117,168,162,139,178,169,
70,-25,25,68.10528702,-36.71690726,15.43975562,0.26295,0.38115,0.29605,119,171,114,139,181,124,
70,-30,40,67.95423024,-45.19924451,34.16460395,0.24145,0.3791,0.18405,119,173,85,139,183,96,
75,-15,-10,73.80756368,-15.37231155,-29.61504173,0.39055,0.46405,0.85415,117,183,195,139,192,201,
75,-25,10,73.98782953,-32.74247373,-3.768283817,0.34055,0.46685,0.54625,117,187,157,139,196,164,
75,-40,55,73.69129526,-57.86784956,52.85966144,0.2701,0.46225,0.1435,119,192,66,139,201,77,
80,-40,35,79.93995493,-54.71704453,27.93403545,0.35125,0.56575,0.35365,118,207,119,139,216,130,
80,-50,75,79.60812732,-66.00798264,76.93605532,0.3152,0.5599,0.09245,119,210,12,139,219,33,
85,-25,-10,85.54937462,-23.5996506,-24.91487135,0.53995,0.6709,1.0888,114,218,225,139,226,229,
85,-55,70,85.17209008,-75.25462314,72.30072792,0.3572,0.66345,0.145,118,228,52,139,235,66,
90,-35,0,92.10498543,-37.50640067,-13.61209409,0.59805,0.8094,1.0888,113,238,220,139,245,224,
90,-40,10,91.92660876,-45.41372231,-6.515694961,0.56245,0.8054,0.9723,114,240,199,139,246,205,
30,50,20,27.15790939,26.5637632,0.928598634,0.07305,0.0515,0.054,125,7,32,140,24,47,
35,60,-40,31.19585475,53.42931037,-54.48154933,0.12885,0.06735,0.34125,121,17,137,140,31,146,
100,-5,30,26.08388074,30.1207268,11.75129517,0.07195,0.04775,0.0306,255,250,187,140,41,6,
35,50,-20,30.07142879,41.94283975,-33.7621356,0.1058,0.06265,0.1974,123,30,103,140,45,115,
40,60,-55,36.96678816,63.12944968,-75.76741599,0.1882,0.0952,0.6349,120,37,177,140,51,184,
35,40,10,28.61649105,29.43196128,-5.476922105,0.0829,0.0569,0.07615,124,40,56,140,54,70,
35,35,35,29.3366507,22.10179071,17.55888827,0.07825,0.0597,0.0303,124,43,16,140,58,33,
