BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
35,10,-50,33.027563,33.62782928,-67.71768071,0.11175,0.0755,0.4803,0,67,146,0,83,161,
30,-35,20,26.5343985,-16.90833742,3.982064895,0.03505,0.0493,0.0454,0,68,22,0,84,42,
30,-35,15,27.61398255,-19.14370477,2.587062904,0.0366,0.05315,0.0521,0,74,35,0,84,50,
100,-5,30,28.60341853,-9.710344232,-11.36608706,0.04625,0.05685,0.0936,255,250,187,0,84,79,
40,35,-80,41.60288727,66.58144365,-100.6846771,0.23735,0.12245,1.0888,0,71,220,0,84,227,
30,-40,40,27.26935704,-23.30402225,9.646694334,0.03305,0.0519,0.0373,0,77,0,0,85,0,
30,-40,35,26.73476538,-23.42224192,11.04145932,0.0316,0.05,0.03345,0,73,0,0,85,13,
30,-40,30,26.82006454,-23.95968838,9.814424923,0.0315,0.0503,0.0357,0,77,11,0,85,25,
35,5,-45,33.08161769,26.82704155,-61.11618994,0.103,0.07575,0.4213,0,69,137,0,85,153,
40,30,-75,40.3610569,63.04026251,-101.4726427,0.2178,0.1147,1.06685,0,73,210,0,86,219,
35,0,-40,32.97338885,21.96800293,-56.35111366,0.09625,0.07525,0.3798,0,71,129,0,87,145,
35,-5,-35,32.33601407,15.30016734,-49.81501743,0.08505,0.07235,0.3213,0,74,122,0,88,137,
100,-5,30,28.30061149,-29.07666203,14.53137889,0.03225,0.0557,0.0322,255,250,187,0,89,5,
35,-10,-25,30.70013771,4.431360102,-39.40069001,0.0662,0.06525,0.2347,0,74,105,0,89,121,
40,25,-70,39.36064872,55.54687979,-95.40096079,0.19355,0.1087,0.9461,0,75,200,0,89,210,
35,-10,-30,31.82966384,6.572300491,-43.9806844,0.0732,0.0701,0.27515,0,80,119,0,90,129,
35,-15,-20,31.53215106,-3.330807066,-31.49159298,0.06225,0.0688,0.1987,0,75,98,0,91,113,
35,-15,-25,32.02220778,2.045742858,-36.65963602,0.06945,0.07095,0.232,0,85,114,0,91,121,
40,20,-65,38.86388344,48.67557251,-89.17999227,0.1763,0.1058,0.8447,0,77,190,0,91,201,
35,-20,-15,31.72709813,-7.295119057,-26.1413156,0.0594,0.06965,0.1735,0,77,88,0,92,105,
45,40,-85,46.35841603,74.2820739,-92.48548961,0.307,0.15535,1.0888,0,76,241,0,92,252,
35,-25,-5,32.16841212,-12.19310277,-16.44638961,0.05675,0.0716,0.13405,0,78,72,0,93,90,
40,15,-60,39.00181962,39.46653519,-81.45450575,0.1608,0.1066,0.7456,0,78,179,0,93,192,
35,-30,5,31.13738609,-25.42802923,-2.844067275,0.0427,0.0671,0.081,0,79,58,0,94,75,
35,-25,-10,32.1796219,-13.97866259,-17.75756784,0.05525,0.07165,0.1395,0,86,88,0,94,98,
35,-35,15,31.20753112,-29.41392131,6.247664327,0.0401,0.0674,0.05775,0,80,43,0,95,60,
35,-30,0,31.77273726,-21.16146112,-7.324677257,0.04795,0.06985,0.0982,0,82,67,0,95,82,
40,10,-55,38.22556838,34.60274494,-76.37963618,0.1469,0.10215,0.66715,0,81,171,0,95,183,
45,35,-80,45.7026035,66.16602368,-93.61620086,0.27855,0.1505,1.0888,0,79,232,0,95,242,
35,-40,30,31.95442758,-33.28687629,13.91753826,0.03965,0.07065,0.04425,0,81,18,0,96,36,
35,-35,10,32.50246172,-28.10919362,5.020367284,0.04505,0.0731,0.0661,0,83,51,0,96,67,
45,35,-85,47.52720995,72.05209005,-90.47032768,0.3146,0.16425,1.0888,0,88,251,0,96,252,
35,-45,45,31.45141199,-32.36685438,13.33635032,0.0388,0.06845,0.0437,0,94,0,0,97,0,
35,-40,25,31.81828937,-35.66625334,14.78826191,0.03765,0.07005,0.04215,0,82,24,0,97,44,
35,-40,20,32.49140072,-30.43561419,10.16966037,0.0433,0.07305,0.0539,0,89,39,0,97,52,
40,5,-50,38.14582478,28.93719883,-69.60228459,0.13725,0.1017,0.58895,0,85,165,0,97,175,
35,-45,40,31.58965432,-37.75393163,19.63119638,0.03565,0.06905,0.0331,0,89,0,0,98,10,
35,-45,35,32.15719713,-32.35737129,20.32812097,0.0409,0.07155,0.03355,0,92,11,0,98,25,
45,30,-75,45.06046871,58.87498295,-94.7233298,0.254,0.14585,1.0888,0,82,222,0,98,233,
40,0,-45,38.17243207,21.78670743,-63.44584519,0.1265,0.10185,0.52515,0,88,157,0,99,166,
45,30,-80,46.67790116,64.15348823,-91.93465317,0.2841,0.15775,1.0888,0,89,239,0,99,242,
40,-5,-35,37.55372556,13.0544363,-51.40657098,0.1103,0.0984,0.4042,0,84,138,0,100,150,
40,-5,-40,37.71650384,17.8304314,-57.26141622,0.1179,0.0993,0.4582,0,93,152,0,100,158,
45,25,-70,44.29739784,54.70162899,-96.03896924,0.23675,0.14045,1.0888,0,84,216,0,100,224,
40,-10,-30,37.10551794,8.55325537,-46.76201535,0.1018,0.09595,0.3602,0,86,126,0,101,142,
45,25,-75,45.81854765,59.38792065,-93.41629715,0.26305,0.15135,1.0888,0,92,230,0,101,233,
40,-10,-35,37.95883722,12.7006933,-51.09232691,0.1122,0.10065,0.40745,0,98,147,0,102,150,
40,-15,-25,36.5084617,-1.464059694,-38.31870357,0.08645,0.09275,0.29115,0,88,117,0,103,133,
45,20,-70,45.22053222,51.40767886,-94.44735824,0.2383,0.147,1.0888,0,94,220,0,103,224,
40,-20,-20,37.32598967,-3.480700608,-31.66049656,0.0882,0.09715,0.257,0,92,111,0,104,125,
45,15,-60,42.9435019,42.31600457,-86.01990455,0.19795,0.1312,0.89925,0,89,196,0,104,206,
40,-25,-10,36.81800427,-13.58149064,-20.45195491,0.0746,0.0944,0.18875,0,90,94,0,105,109,
45,15,-65,44.45440444,46.93411602,-91.53721549,0.2211,0.14155,1.02115,0,96,210,0,105,215,
40,-25,-15,37.92307327,-10.68261726,-25.63873714,0.0829,0.10045,0.2271,0,102,112,0,106,117,
45,10,-55,42.59703325,35.65143153,-79.57445892,0.18205,0.1289,0.80175,0,91,187,0,106,198,
40,-30,0,36.63083755,-20.71848246,-8.492092372,0.0666,0.0934,0.133,0,92,76,0,107,94,
40,-30,-5,36.87389638,-18.41619363,-12.91866225,0.0699,0.0947,0.15345,0,96,88,0,107,101,
45,10,-60,43.82867154,40.08916717,-84.84435594,0.20115,0.1372,0.9043,0,98,200,0,107,206,
100,-5,30,35.81043324,-34.54354561,19.26955226,0.05115,0.0891,0.0468,255,250,187,0,108,11,
40,-35,10,36.28102643,-29.46180457,3.716990809,0.05715,0.09155,0.08785,0,93,59,0,108,78,
40,-35,5,35.93611682,-24.49544775,-3.434298128,0.06025,0.08975,0.1094,0,95,69,0,108,86,
45,5,-50,42.14656267,28.80488711,-73.69243621,0.1659,0.12595,0.7163,0,93,178,0,108,189,
40,-40,20,36.23339427,-30.63724392,9.087122133,0.05595,0.0913,0.07225,0,94,43,0,109,62,
40,-40,15,36.27150694,-32.67358298,7.667311644,0.05435,0.0915,0.0763,0,98,55,0,109,70,
45,5,-55,42.87603504,33.78764779,-78.22196434,0.1808,0.13075,0.7902,0,102,193,0,109,197,
100,-5,30,35.96503448,-37.76634422,28.36022873,0.0491,0.0899,0.03125,255,250,187,0,110,2,
40,-45,35,35.75221922,-38.1219468,26.24734433,0.0481,0.0888,0.034,0,95,14,0,110,36,
40,-45,30,36.17612077,-38.29770013,22.16826543,0.0494,0.091,0.0424,0,97,26,0,110,46,
40,-45,25,36.70586379,-36.15415277,17.39058898,0.053,0.0938,0.054,0,105,42,0,110,54,
45,0,-45,42.2080528,23.01320969,-66.33064759,0.15625,0.12635,0.63035,0,95,168,0,110,180,
40,-50,45,36.87389638,-39.00449649,24.84194992,0.05125,0.0947,0.0397,0,106,0,0,111,0,
45,0,-50,43.36724953,26.10249355,-71.61613021,0.1705,0.13405,0.71665,0,105,185,0,111,189,
45,-5,-40,41.99226564,16.12590201,-59.62823218,0.14325,0.12495,0.55345,0,97,156,0,112,171,
50,25,-75,49.73779285,61.51296664,-86.65897784,0.31185,0.182,1.0888,0,97,238,0,112,248,
45,-10,-35,42.02319073,11.23317456,-54.61064663,0.1357,0.12515,0.5034,0,99,148,0,114,163,
100,-5,30,38.87252479,-36.05542604,19.35489294,0.06125,0.10585,0.058,255,250,187,0,115,52,
45,-15,-30,41.68900207,4.526446617,-47.45401027,0.1234,0.123,0.4316,0,102,140,0,115,155,
50,20,-70,49.55064228,53.37154389,-86.98165124,0.2882,0.18045,1.0888,0,100,226,0,115,239,
45,-20,-20,41.35880431,-6.633884519,-35.80826151,0.1059,0.1209,0.33265,0,102,121,0,116,138,
50,20,-75,50.8273057,56.79835843,-84.78050741,0.3118,0.1912,1.0888,0,112,251,0,116,248,
45,-20,-25,42.33064482,-0.412187855,-40.72271101,0.12025,0.12715,0.3839,0,109,137,0,117,146,
50,15,-65,49.02577521,45.83183404,-87.88659446,0.2637,0.17615,1.0888,0,102,217,0,117,230,
45,-25,-15,41.85269286,-10.44050328,-28.99377749,0.1037,0.12405,0.2904,0,103,113,0,118,130,
50,15,-70,50.39342607,50.63009252,-85.52857574,0.2905,0.1875,1.0888,0,114,241,0,118,239,
45,-30,-5,41.47716784,-18.96125606,-17.90509718,0.09105,0.12165,0.218,0,105,96,0,119,113,
45,-30,-10,42.1696367,-17.06721082,-20.04151776,0.097,0.1261,0.23715,0,111,110,0,119,121,
50,10,-60,48.54229432,40.53603465,-88.70487367,0.2462,0.17225,1.08855,0,104,208,0,119,221,
45,-35,0,41.83714315,-24.86687013,-10.0375385,0.08595,0.12395,0.17995,0,108,89,0,120,105,
45,-40,15,41.57935667,-33.199642,7.037921365,0.07555,0.1223,0.1068,0,107,66,0,121,81,
50,5,-55,48.36695783,31.89012845,-81.68454641,0.22505,0.17085,0.9733,0,106,199,0,121,212,
45,-40,10,42.52116958,-32.11866113,2.025599187,0.0811,0.1284,0.13155,0,109,72,0,122,89,
45,-50,45,41.82936515,-43.22915317,34.03251518,0.0665,0.1239,0.03855,0,109,11,0,123,24,
45,-45,25,41.8915306,-42.98201717,19.57763715,0.067,0.1243,0.0703,0,108,46,0,123,65,
45,-45,20,42.1696367,-36.50548107,14.21546168,0.07475,0.1261,0.0868,0,113,58,0,123,73,
50,0,-50,48.55478194,25.26777221,-74.22070681,0.2126,0.17235,0.86905,0,108,188,0,123,203,
45,-50,40,42.23874921,-42.49393345,30.15382395,0.06895,0.12655,0.0472,0,109,13,0,124,37,
45,-50,35,42.46794775,-42.42863246,27.80460677,0.07,0.12805,0.05295,0,114,30,0,124,47,
45,-50,30,42.46794775,-39.28237152,23.12472547,0.0732,0.12805,0.0638,0,121,45,0,124,56,
45,-55,50,42.84600007,-43.46104721,35.55897016,0.0706,0.13055,0.03895,0,123,0,0,125,0,
50,-5,-45,47.6366067,20.48134207,-67.82677958,0.19475,0.1651,0.7617,0,111,181,0,125,194,
50,-10,-40,47.53365548,14.66285223,-62.17829154,0.1826,0.1643,0.68915,0,115,174,0,126,185,
100,-5,30,43.92300435,-44.83008183,33.83535263,0.07395,0.13785,0.04565,255,250,187,0,128,8,
50,-15,-30,46.87593692,1.896014696,-48.57408888,0.15455,0.15925,0.5265,0,114,152,0,128,168,
50,-15,-35,47.33323253,8.178335035,-54.97947017,0.169,0.16275,0.60225,0,120,168,0,128,176,
100,-5,30,48.21590545,14.66768181,-63.94952334,0.18825,0.16965,0.72525,255,250,187,0,128,189,
50,-20,-25,47.072733,-2.349483507,-42.28230059,0.14885,0.16075,0.46885,0,115,143,0,129,159,
50,-20,-30,47.28779978,0.209007988,-49.12106413,0.1547,0.1624,0.53925,0,128,166,0,130,168,
55,15,-70,54.89679887,52.59653245,-77.76413988,0.3494,0.2283,1.0888,0,115,242,0,130,254,
50,-25,-20,47.68154328,-8.551731589,-36.74093857,0.143,0.16545,0.42825,0,118,136,0,131,151,
100,-5,30,47.54009971,-2.476064886,-43.85478651,0.152,0.16435,0.49135,255,250,187,0,131,163,
50,-30,-10,46.51856675,-16.63306378,-23.71191816,0.1229,0.15655,0.3095,0,118,117,0,132,134,
50,-30,-15,46.8232494,-13.73095597,-28.77388322,0.12915,0.15885,0.35065,0,128,136,0,132,142,
55,10,-65,54.54308922,45.70676573,-78.3739841,0.32535,0.2249,1.0888,0,117,232,0,132,245,
50,-35,0,46.34503296,-25.20821273,-12.3670931,0.1098,0.15525,0.23435,0,119,106,0,133,117,
50,-35,-5,46.4652744,-22.480147,-17.29022876,0.11425,0.15615,0.26575,0,122,111,0,133,126,
55,5,-60,54.00046911,37.53795678,-79.30953601,0.2969,0.21975,1.0888,0,120,223,0,134,235,
50,-40,5,46.88251665,-28.75093428,-7.200580742,0.10815,0.1593,0.21035,0,121,92,0,135,109,
50,-45,20,46.65140167,-40.88769606,14.2537615,0.0915,0.15755,0.1122,0,122,65,0,136,84,
50,-45,15,46.80346878,-38.04867882,9.685232038,0.09575,0.1587,0.13045,0,123,75,0,136,92,
50,-45,10,47.12500505,-36.0420661,1.628762392,0.1,0.16115,0.1677,0,135,94,0,136,101,
55,0,-55,53.34126155,31.60318491,-80.44610077,0.27445,0.2136,1.0888,0,124,216,0,136,226,
50,-50,30,47.072733,-44.30106807,20.79303135,0.0896,0.16075,0.0926,0,123,47,0,137,67,
50,-50,25,47.25530783,-43.49073984,19.08110853,0.0915,0.16215,0.09915,0,129,61,0,137,75,
50,-55,50,47.6366067,-51.84028679,41.37268877,0.0837,0.1651,0.04345,0,124,0,0,138,23,
50,-55,45,47.48205452,-49.2854579,36.7264067,0.08585,0.1639,0.05235,0,126,14,0,138,37,
50,-55,40,47.77122669,-46.84714019,33.27567993,0.09015,0.16615,0.06135,0,132,33,0,138,48,
100,-5,30,47.92438544,-37.22757811,10.43537148,0.1029,0.16735,0.1352,255,250,187,0,138,91,
55,-5,-50,53.76608484,23.38776424,-76.49661321,0.25885,0.21755,1.0371,0,129,210,0,138,217,
55,-10,-40,52.69133671,12.00852317,-64.71010422,0.22235,0.20765,0.83605,0,125,189,0,139,199,
55,-10,-45,53.60536996,17.17304232,-70.17646005,0.24265,0.21605,0.93625,0,134,204,0,140,208,
55,-15,-35,52.76293614,5.814801922,-57.68508588,0.20985,0.2083,0.74505,0,127,176,0,141,190,
55,-15,-40,53.27085329,10.8900382,-62.9667718,0.22535,0.21295,0.8259,0,140,199,0,141,199,
55,-20,-30,52.24181679,0.302982515,-50.62444749,0.1941,0.2036,0.6486,0,129,167,0,142,181,
55,-25,-20,52.14671781,-10.28657117,-37.70730599,0.17315,0.20275,0.5088,0,130,153,0,144,164,
55,-25,-25,52.55875962,-5.00942371,-44.13209554,0.1864,0.20645,0.58225,0,135,162,0,144,173,
55,-30,-15,51.91062237,-16.11754128,-31.52983013,0.1609,0.20065,0.44675,0,132,139,0,145,155,
55,-35,-5,51.92754081,-23.57749333,-18.52460707,0.14835,0.2008,0.33965,0,133,125,0,146,138,
55,-30,-20,52.40343541,-11.7755988,-37.09673868,0.17245,0.20505,0.50715,0,144,160,0,146,164,
55,-35,-10,52.43122362,-21.69647152,-23.22199038,0.15515,0.2053,0.3832,0,138,135,0,147,147,
55,-40,0,52.28089826,-29.12250968,-9.75312056,0.1418,0.20395,0.28195,0,135,113,0,148,129,
55,-45,10,52.13551224,-36.46288165,0.355186021,0.1294,0.20265,0.21865,0,136,95,0,149,112,
55,-45,5,52.38675165,-33.05274988,-4.577451189,0.1363,0.2049,0.2501,0,149,115,0,149,121,
60,0,-55,58.78874644,30.74312016,-71.05388545,0.33475,0.268,1.0888,0,135,233,0,149,241,
60,0,-60,59.77564026,37.61522091,-69.35234438,0.3674,0.27875,1.0888,0,143,247,0,149,250,
55,-50,25,52.30321046,-43.64115428,16.23250624,0.1199,0.20415,0.14245,0,137,67,0,150,87,
55,-50,20,52.53661353,-43.7441471,14.99835651,0.1212,0.20625,0.14945,0,139,79,0,150,95,
55,-55,40,52.88924802,-50.92797556,36.33660466,0.1132,0.20945,0.07625,0,138,41,0,151,59,
55,-55,35,52.50891077,-48.38639546,30.14992421,0.11445,0.206,0.09265,0,138,48,0,151,69,
55,-55,30,52.75743378,-47.60187974,26.28168907,0.11705,0.20825,0.1069,0,146,65,0,151,78,
55,-50,15,52.99324434,-40.99094499,9.288684479,0.12815,0.2104,0.1795,0,150,97,0,151,104,
60,-5,-50,58.64895406,23.15807366,-71.29490679,0.312,0.2665,1.0888,0,137,221,0,151,232,
60,-5,-55,59.65311386,29.60040161,-69.5635968,0.34215,0.2774,1.0888,0,149,242,0,151,241,
55,-60,60,53.44930358,-54.36038708,41.95676422,0.1118,0.2146,0.06405,0,149,0,0,152,0,
55,-60,55,53.23288179,-56.87229639,46.96723194,0.10715,0.2126,0.05165,0,141,0,0,152,20,
55,-60,50,53.3087832,-54.89215293,46.12988507,0.11025,0.2133,0.05375,0,144,16,0,152,37,
60,-10,-45,58.56014738,17.94129592,-71.44802175,0.29705,0.26555,1.0888,0,139,209,0,152,223,
55,-60,45,53.75004666,-50.96280881,33.95091516,0.11835,0.2174,0.0875,0,150,36,0,153,49,
100,-5,30,56.01764053,-10.99990558,-39.82896987,0.2041,0.2393,0.6003,255,250,187,0,154,176,
60,-15,-40,58.17442778,10.54965741,-66.17366335,0.2739,0.26145,0.99465,0,141,200,0,154,213,
60,-20,-35,58.67228915,3.632511048,-58.34319378,0.2622,0.26675,0.89125,0,147,195,0,156,204,
100,-5,30,56.02265604,-24.71966409,-19.61691024,0.17735,0.23935,0.40465,255,250,187,0,157,148,
60,-25,-25,57.44380945,-7.165521636,-45.75373164,0.2252,0.2538,0.69715,0,144,174,0,157,186,
60,-25,-30,58.21223571,-2.553469809,-51.78782044,0.24295,0.26185,0.7903,0,155,192,0,158,195,
60,-30,-20,57.93249105,-12.13776756,-38.42242319,0.219,0.2589,0.62135,0,146,162,0,159,177,
60,-35,-10,57.44863208,-22.34259195,-26.01810467,0.1937,0.25385,0.48415,0,147,147,0,160,160,
60,-35,-15,58.01331243,-19.50416952,-30.33972301,0.2043,0.25975,0.5363,0,155,160,0,160,168,
100,-5,30,57.38588844,-57.21907586,46.71273598,0.13225,0.2532,0.0692,255,250,187,0,162,10,
60,-40,-5,57.86103103,-28.12402273,-17.48804102,0.1859,0.25815,0.4135,0,150,136,0,162,151,
100,-5,30,57.83718027,-60.04893994,50.44376007,0.1309,0.2579,0.0618,255,250,187,0,163,33,
60,-45,5,57.93725014,-36.53393668,-4.602666602,0.1708,0.25895,0.3136,0,150,116,0,163,133,
60,-45,0,57.93249105,-31.37619874,-10.93020201,0.1803,0.2589,0.3608,0,163,137,0,163,142,
100,-5,30,57.9848074,-60.09483162,51.85570506,0.1318,0.25945,0.05905,255,250,187,0,164,0,
60,-50,15,57.88963162,-43.12667191,7.18891003,0.15875,0.25845,0.2364,0,151,98,0,164,116,
60,-50,10,58.13658126,-39.58523857,0.282628746,0.16685,0.26105,0.28235,0,164,118,0,164,125,
60,-55,30,58.216959,-51.17185216,24.24273027,0.14755,0.2619,0.15185,0,153,70,0,165,89,
60,-55,25,58.35837885,-48.27586673,19.53564752,0.1534,0.2634,0.17465,0,156,83,0,165,98,
60,-55,20,58.44297321,-45.97509634,13.95334139,0.15795,0.2643,0.20375,0,166,100,0,165,107,
60,-60,45,58.89092967,-56.12624175,40.66555333,0.1442,0.2691,0.0942,0,154,39,0,166,61,
60,-60,40,58.54610592,-55.62993506,37.35390311,0.1426,0.2654,0.10315,0,156,52,0,166,71,
60,-60,35,58.71891563,-53.73064839,31.45355993,0.1469,0.26725,0.12565,0,164,69,0,166,80,
65,-10,-50,64.51159524,21.157092,-61.18690476,0.3795,0.33435,1.0888,0,153,234,0,166,247,
60,-65,65,59.29690051,-57.96861674,44.98608935,0.14405,0.2735,0.0831,0,169,0,0,167,0,
60,-65,60,59.0113333,-61.76709237,54.90784359,0.13605,0.2704,0.0561,0,160,0,0,167,15,
60,-65,55,59.27854213,-58.9423435,51.06728497,0.14235,0.2733,0.0664,0,163,17,0,167,36,
60,-65,50,59.42973186,-60.56131259,50.1022679,0.1408,0.27495,0.06955,0,168,38,0,168,49,
65,-15,-45,64.34268086,13.97086314,-61.47813645,0.35555,0.33225,1.0888,0,160,230,0,168,237,
65,-20,-35,63.42132275,2.75326661,-62.38779723,0.31245,0.32095,1.07775,0,157,206,0,169,219,
65,-20,-40,64.50356776,8.137964938,-61.20074524,0.34055,0.33425,1.0888,0,165,223,0,170,228,
65,-25,-30,63.5654111,-3.518924734,-54.37872187,0.29735,0.3227,0.9567,0,159,196,0,171,209,
65,-30,-25,63.77035073,-10.40577183,-45.83079461,0.28185,0.3252,0.8391,0,164,190,0,173,200,
65,-35,-15,63.46666398,-20.16647522,-32.818058,0.2547,0.3215,0.66665,0,162,167,0,174,182,
65,-35,-20,63.62290058,-14.75382699,-40.10478228,0.2694,0.3234,0.75965,0,174,188,0,174,191,
65,-40,-5,63.07752113,-29.26595491,-19.85121008,0.23,0.3168,0.5186,0,163,153,0,175,164,
65,-40,-10,63.53252263,-26.07459633,-25.29077211,0.2416,0.3223,0.5831,0,166,160,0,176,173,
65,-45,0,63.45842397,-34.44752982,-12.72599409,0.22225,0.3214,0.4568,0,165,139,0,177,155,
65,-50,10,63.68850135,-43.40524723,1.407682511,0.20545,0.3242,0.34225,0,166,120,0,178,137,
65,-50,5,63.81121251,-39.11885809,-4.740576267,0.2155,0.3257,0.39255,0,178,140,0,178,146,
65,-55,20,63.90096144,-48.66811139,14.45571512,0.19665,0.3268,0.25515,0,167,101,0,179,119,
65,-60,35,64.26199521,-56.75899599,32.4366784,0.1839,0.33125,0.16185,0,169,73,0,180,92,
65,-55,15,64.31445932,-46.88435804,8.823657684,0.20385,0.3319,0.2966,0,178,120,0,180,128,
65,-60,30,64.62781423,-55.50671027,27.48614715,0.18935,0.3358,0.1888,0,173,86,0,181,101,
65,-60,25,64.73172647,-52.77628306,21.49536106,0.1956,0.3371,0.2219,0,183,104,0,181,110,
100,-5,30,64.91094504,-49.67581388,13.00241568,0.2034,0.33935,0.2755,255,250,187,0,181,124,
65,-65,50,64.87914198,-63.40525748,49.86201581,0.1764,0.33895,0.09785,0,170,39,0,182,62,
65,-65,45,64.89107105,-62.89189873,46.62990352,0.17745,0.3391,0.1089,0,175,56,0,182,72,
65,-65,40,64.91094504,-60.50283818,40.6787924,0.1821,0.33935,0.13135,0,182,72,0,182,82,
70,-15,-45,70.47614087,12.12813552,-50.9032054,0.43345,0.4143,1.0888,0,170,240,0,182,252,
65,-70,65,65.78368543,-65.27067852,57.30838472,0.1802,0.35045,0.0798,0,179,0,0,183,0,
65,-70,60,65.6121898,-65.25058803,62.72537927,0.17885,0.34825,0.06455,0,182,18,0,183,35,
70,-20,-40,69.93705118,5.57666425,-51.83267038,0.40415,0.4066,1.0888,0,171,232,0,183,243,
100,-5,30,65.94284337,-62.77738529,45.84550177,0.18625,0.3525,0.1183,255,250,187,0,184,61,
70,-25,-35,69.72871383,-1.088098462,-52.1918727,0.38025,0.40365,1.0888,0,174,221,0,185,233,
70,-30,-25,69.44459488,-13.00320995,-48.3579745,0.341,0.39965,1.0197,0,175,201,0,187,214,
70,-30,-30,70.03205598,-7.687271004,-51.668869,0.3641,0.40795,1.0888,0,183,219,0,187,224,
70,-35,-20,69.25889952,-18.4956164,-41.09264041,0.3232,0.39705,0.90565,0,177,191,0,188,205,
70,-40,-10,68.87784104,-28.00385698,-27.86670326,0.2932,0.39175,0.71955,0,178,173,0,189,187,
70,-40,-15,69.40181375,-23.91054678,-33.74519489,0.31005,0.39905,0.8069,0,184,187,0,190,196,
70,-45,-5,69.38040711,-33.89838229,-18.99997146,0.2836,0.39875,0.6249,0,180,163,0,191,177,
70,-50,5,69.08676752,-42.75403558,-6.125573626,0.2586,0.39465,0.4858,0,181,143,0,192,159,
100,-5,30,72.59790893,-1.16111282,-47.2449846,0.4196,0.44555,1.0888,255,250,187,0,192,241,
70,-50,0,69.68621601,-39.09021726,-12.15355279,0.27385,0.40305,0.5563,0,194,165,0,193,168,
70,-55,15,69.61884146,-49.98782426,7.776116441,0.24695,0.4021,0.3722,0,182,124,0,194,141,
70,-55,10,69.73579271,-48.09819862,1.392065233,0.25255,0.40375,0.4273,0,192,142,0,194,150,
70,-60,25,70.10229486,-58.46512458,21.13942335,0.2324,0.40895,0.28085,0,184,105,0,195,122,
70,-60,20,69.72163379,-55.10722529,14.58771459,0.23625,0.40355,0.3217,0,195,124,0,195,132,
70,-65,40,70.02502578,-65.47867771,39.90001103,0.2164,0.40785,0.17345,0,185,75,0,196,94,
70,-65,35,70.34374367,-62.44844095,34.15463366,0.2259,0.4124,0.20545,0,191,90,0,196,104,
70,-70,60,70.73280989,-71.16227478,61.90401964,0.21085,0.418,0.0916,0,186,23,0,197,50,
70,-70,55,70.56649537,-70.94868123,57.90227497,0.2098,0.4156,0.10375,0,187,40,0,197,62,
70,-70,50,70.35421085,-68.60013572,51.59197026,0.2128,0.41255,0.12535,0,194,59,0,197,74,
100,-5,30,71.78513032,-31.32095557,-26.7181681,0.31785,0.4334,0.7685,255,250,187,0,197,193,
100,-5,30,71.32018316,-73.71798386,67.73739905,0.2108,0.42655,0.0773,255,250,187,0,198,7,
70,-70,45,71.0875563,-68.32826445,48.1581181,0.2201,0.42315,0.1444,0,201,76,0,198,84,
70,-75,70,71.63972886,-73.28750307,68.77327736,0.2146,0.43125,0.07595,0,199,0,0,199,0,
70,-75,65,71.49044484,-73.04655673,68.38961836,0.21375,0.42905,0.0763,0,202,20,0,199,33,
75,-25,-35,75.32673465,-2.94889128,-42.54011268,0.45345,0.488,1.0888,0,188,240,0,199,248,
100,-5,30,71.97377125,-72.87062768,63.72585592,0.21855,0.4362,0.0926,255,250,187,0,200,1,
100,-5,30,72.24520387,-45.1896651,-5.111763611,0.2863,0.44025,0.5293,255,250,187,0,200,165,
75,-30,-30,75.49796295,-9.724942906,-42.24489147,0.43275,0.49075,1.0888,0,190,225,0,201,238,
75,-30,-35,75.97709953,-3.028402965,-41.41879391,0.463,0.4985,1.0888,0,203,249,0,201,248,
75,-35,-25,75.44199517,-15.27407505,-42.34138764,0.4135,0.48985,1.0888,0,192,216,0,203,229,
75,-40,-15,74.81231295,-25.86454339,-36.2275701,0.37145,0.4798,0.9754,0,193,197,0,204,210,
75,-40,-20,75.32049606,-21.63992901,-42.40687593,0.39135,0.4879,1.08645,0,202,214,0,204,219,
100,-5,30,73.26237696,-71.77256161,55.2788517,0.2331,0.45565,0.13055,255,250,187,0,205,73,
75,-45,-10,74.94460995,-33.16836022,-27.07693699,0.3513,0.4819,0.84615,0,196,187,0,206,200,
75,-50,0,75.0420114,-41.703585,-14.57965286,0.328,0.48345,0.6871,0,196,166,0,207,182,
75,-50,-5,75.22056246,-38.54330062,-20.35754161,0.33915,0.4863,0.76285,0,209,188,0,207,191,
75,-55,10,74.78391339,-50.30270462,-0.232949279,0.3015,0.47935,0.52425,0,198,147,0,208,163,
75,-55,5,75.41398557,-46.56266741,-5.989906181,0.31895,0.4894,0.59595,0,207,165,0,209,172,
75,-60,20,75.60039307,-57.40340703,13.71264262,0.2921,0.4924,0.40825,0,199,127,0,210,144,
75,-60,15,75.69950096,-53.91022912,7.106415293,0.3024,0.494,0.46855,0,208,145,0,210,154,
75,-65,35,75.74897467,-65.82687241,33.56842255,0.27235,0.4948,0.2634,0,200,104,0,211,116,
75,-65,30,75.71805986,-63.54911645,26.83061583,0.2777,0.4943,0.3081,0,201,108,0,211,126,
75,-65,25,75.84159433,-60.53532456,21.50580201,0.2867,0.4963,0.34875,0,213,128,0,211,135,
75,-70,50,76.33243989,-72.44745348,53.12791666,0.2623,0.5043,0.1624,0,202,65,0,212,86,
