BinNo,Dsno,Distance
1246,22574,1.581583477
1247,22533,0.815639041
1248,31748,2.209637498
1249,6542,1.635936677
1250,14625,1.478080306
1251,4697,2.858833069
1252,4700,2.135666421
1253,4699,0.550799497
1254,4786,3.154673166
1255,6544,2.460640608
1256,4654,2.21614839
1257,6453,2.751991678
1258,10011,2.058158326
1259,9970,2.235129891
1260,12074,0.666236441
1261,13657,2.119557301
1262,13527,2.260318118
1263,17782,2.470911742
1264,21651,2.412760215
1265,18971,2.979185276
1266,20776,3.636781541
1267,22964,3.302274878
1268,30210,2.270608105
1269,6543,2.819926242
1270,4654,0.897434153
1271,4654,3.379165933
1272,4655,2.926722479
1273,6587,2.041049792
1274,6456,2.31656318
1275,8299,2.386920757
1276,6454,3.243362671
1277,8257,2.580863992
1278,8254,1.344144589
1279,8211,2.547170748
1280,11943,2.558930839
1281,11813,3.351474091
1282,11725,2.584915048
1283,15850,2.758416717
1284,15328,2.171685592
1285,17130,2.42086896
1286,23139,3.183843386
1287,12603,2.88891422
1288,6544,3.259694439
1289,6631,2.775522049
1290,4700,3.069044761
1291,6456,2.659493096
1292,8431,3.251931282
1293,8386,3.179333163
1294,8213,2.674412152
1295,9968,1.720639681
1296,9969,2.254485964
1297,15499,2.413102596
1298,17518,3.064482185
1299,21696,2.331410706
1300,19231,3.191468248
1301,20901,3.013405946
1302,22703,3.324022857
1303,25075,1.819816774
1304,29735,1.970425814
1305,35436,2.716744675
1306,6498,1.349948169
1307,4566,3.769688373
1308,6586,2.663452282
1309,6454,2.184519431
1310,6455,2.460565224
1311,6586,1.778367037
1312,6409,1.07739069
1313,16516,2.183159237
1314,6454,1.290234897
1315,6412,1.514962987
1316,8212,1.390494529
1317,10185,2.607538495
1318,13962,2.91254964
1319,13787,2.725553594
1320,13570,2.144665339
1321,13527,1.319833821
1322,15630,1.878813786
1323,15369,3.704043406
1324,17128,3.825644079
1325,17387,2.854771446
1326,26741,2.711077082
1327,28321,3.062652094
1328,6500,2.954863215
1329,6629,0.963106586
1330,6673,3.456327977
1331,6410,3.823494221
1332,6585,1.271520305
1333,6410,2.472113598
1334,8341,3.385177475
1335,8166,2.534641102
1336,8213,2.893849656
1337,8213,2.476645762
1338,10098,2.244157227
1339,12073,2.976671804
1340,11855,1.958390145
1341,11767,2.530170359
1342,11726,3.149300246
1343,19671,2.519024961
1344,15456,1.919955068
1345,15328,2.623450854
1346,22533,1.431455329
1347,24589,2.93811522
1348,24460,3.06350096
1349,26433,2.344534619
1350,6542,1.24313854
1351,12691,1.252611578
1352,6761,1.68016332
1353,4698,1.964927514
1354,4789,1.663291521
1355,14625,4.2502866
1356,6586,3.64445306
1357,4699,1.219225039
1358,4654,0.91387857
1359,6630,0.923084203
1360,6411,2.142134861
1361,8298,2.615938655
1362,8299,2.684215046
1363,8430,2.98201433
1364,8297,3.179991189
1365,8166,2.906485719
1366,8168,2.204845342
1367,10011,2.096515288
1368,10013,2.485161426
1369,11769,1.934191061
1370,15894,2.866945505
1371,15326,2.478698723
1372,17214,3.040280633
1373,17085,2.956200029
1374,20732,2.776441631
1375,28453,1.887016233
1376,27933,2.110336576
1377,8694,2.553537082
1378,4744,3.574291814
1379,2897,3.375455603
1380,4654,2.177249992
1381,4873,1.743710141
1382,4652,2.13008355
1383,6455,1.637051293
1384,6629,2.234060986
1385,6366,3.019527233
1386,8254,2.565219139
1387,8170,2.448085075
1388,10273,2.069487843
1389,10055,2.438256304
1390,19759,2.63290536
1391,17127,2.04056205
1392,19451,3.543144526
1393,24502,2.637833126
1394,26261,1.386151862
1395,26133,1.743732389
1396,6456,3.100290833
1397,4699,1.371010566
1398,8694,2.634358099
1399,4656,2.652552477
1400,6543,2.638506187
1401,4656,0.934156097
1402,6718,1.607809113
1403,6455,2.045938001
1404,6456,2.376031473
1405,16471,2.294005194
1406,8474,2.741173848
1407,12162,2.258524145
1408,11942,2.29343639
1409,14005,2.56994365
1410,13699,2.384358157
1411,13569,2.670755104
1412,13526,1.780532107
1413,17300,1.898544278
1414,17213,3.299107523
1415,18971,2.143427959
1416,20730,3.530615606
1417,22531,3.330308554
1418,24332,0.930132088
1419,28062,2.44297452
1420,29818,1.978783711
1421,31619,2.516600627
1422,33423,2.880207799
1423,6457,0.923448339
1424,8650,1.922787004
1425,10670,2.527549902
1426,12602,2.594932539
1427,4655,1.332582091
1428,8651,2.550179673
1429,6761,2.857440564
1430,6762,0.495592535
1431,12735,4.531328102
1432,4786,2.831880182
1433,6500,1.964788222
1434,8519,2.628351863
1435,6542,2.991981315
1436,6411,3.395858889
1437,18318,2.884073753
1438,8255,3.53297977
1439,8213,2.53676224
1440,10013,2.140118113
1441,11770,2.623280771
1442,13656,1.033278791
1443,15937,3.433256789
1444,19804,2.362976302
1445,17607,2.869393635
1446,23228,1.970242174
1447,20731,2.151978862
1448,22616,3.33226767
1449,24851,2.726003028
1450,26609,2.476832556
1451,33382,2.963676541
1452,35704,4.055685146
1453,6543,1.452224016
1454,6631,1.87089874
1455,4787,2.274303453
1456,4743,2.713166047
1457,4700,2.907521226
1458,6544,0.845664787
1459,6500,2.904082053
1460,8344,2.067079547
1461,8300,2.18484444
1462,8517,2.919802799
1463,10232,2.443250527
1464,10362,1.685418063
1465,10187,2.701705641
1466,10057,2.130142429
1467,11857,2.494624092
1468,13875,3.09234891
1469,13571,2.753249096
1470,19850,2.385473054
1471,15719,2.488090767
1472,19144,3.52124447
1473,24418,1.489138484
1474,26391,1.519749972
1475,26303,1.609848539
1476,29777,2.474675528
1477,6411,3.523654948
1478,6587,2.762899252
1479,10627,1.837573358
1480,12603,2.60475846
1481,6500,3.168052899
1482,4700,2.816979387
1483,6544,2.401490406
1484,8563,2.297582248
1485,16426,3.530279352
1486,8257,1.429898645
1487,8211,1.682103263
1488,9970,2.459709996
1489,12206,2.528101467
1490,11815,2.642474079
1491,11900,2.857296162
1492,14049,3.517709888
1493,17871,2.859053689
1494,13572,2.519537211
1495,19895,1.74347387
1496,15587,1.789264605
1497,15370,3.288058057
1498,15327,1.803871012
1499,23008,2.580619034
1500,21032,2.467166408
1501,24721,2.641862214
1502,26219,1.805347953
1503,27975,2.35144373
1504,31967,1.666040257
1505,6501,3.07186454
1506,4656,2.833255537
1507,6675,1.676740189
1508,6544,2.864561015
1509,8737,3.28102149
1510,6544,3.761187924
1511,8693,2.217315668
1512,6545,2.264208177
1513,8739,2.587295872
1514,4875,3.01225736
1515,6894,1.977597435
1516,12735,1.363824662
1517,8606,2.434328337
1518,4610,2.473315223
1519,6586,2.345567981
1520,6457,2.11715655
1521,6457,2.990091845
1522,8606,1.660171087
1523,8299,3.027244353
1524,8213,1.383814481
1525,10406,2.329707012
1526,16427,1.99164358
1527,10143,2.179947135
1528,10056,1.229586295
1529,9970,1.892827763
1530,12031,1.861579934
1531,11856,1.831202227
1532,11771,0.803405031
1533,13572,1.446824143
1534,17431,1.771912466
1535,17128,1.703063857
1536,19275,3.22946038
1537,19101,2.059708236
1538,19013,2.851112598
1539,28234,1.290285229
1540,30078,3.437223391
1541,29736,2.117844389
1542,6501,2.807006796
1543,4701,2.5719261
1544,10759,2.026779301
1545,4919,2.620543774
1546,4655,3.52831207
1547,4701,2.980167132
1548,8605,3.357568532
1549,8386,0.736047377
1550,10014,3.265477653
1551,12249,2.780870486
1552,18228,1.83353319
1553,14138,3.034195893
1554,17915,3.220508861
1555,13569,2.760998065
1556,15500,1.166442596
1557,15457,2.178278
1558,17170,2.88082537
1559,21295,3.891152502
1560,20774,3.76210858
1561,26787,2.671578325
1562,28104,0.47648194
1563,6455,2.722064143
1564,6543,0.182419887
1565,4700,3.117828969
1566,10670,0.486299619
1567,6542,1.712541391
1568,6455,1.913232622
1569,6457,2.499396967
1570,12602,2.279405698
1571,8431,3.101766357
1572,8344,2.164284016
1573,10494,2.853040378
1574,8300,1.464625661
1575,8302,3.314022068
1576,14490,3.519525307
1577,12250,3.056718694
1578,8214,2.908986724
1579,16337,2.234750226
1580,10186,3.06454576
1581,16027,3.239697811
1582,18138,2.119035517
1583,11813,1.274127428
1584,11771,1.667441403
1585,13874,1.801261266
1586,17959,2.693398415
1587,13788,3.315066261
1588,15328,1.668989458
1589,22659,3.589623198
1590,22531,2.601563543
1591,26134,0.876863612
1592,28147,2.693449105
1593,27935,1.96131695
1594,31538,2.286059845
1595,4700,2.325774986
1596,4745,1.351248818
1597,6544,1.143096007
1598,6456,0.791992741
1599,6674,1.24539253
1600,10581,3.055522603
1601,10582,3.197445687
1602,10494,1.863683119
1603,12558,1.207772346
1604,14446,2.134884201
1605,12294,1.179937945
1606,10056,3.040582962
1607,9969,1.715068422
1608,14139,3.744105765
1609,18093,1.820834104
1610,18003,1.081796108
1611,13526,2.490385226
1612,17563,3.634686376
1613,17606,2.439917218
1614,23273,1.320863472
1615,22789,3.386399832
1616,20732,2.93712878
1617,24333,2.272169589
1618,29905,2.142574498
1619,6411,2.789730975
1620,6542,2.080282704
1621,6455,2.777590218
1622,6674,2.148896534
1623,6412,1.402412208
1624,6456,2.527115716
1625,6543,2.624015331
1626,6455,2.923620653
1627,6411,1.191626014
1628,8430,1.333499879
1629,8256,0.810755766
1630,12470,3.080449558
1631,8213,1.601258008
1632,12426,2.75696245
1633,12382,2.839326476
1634,10230,2.504794713
1635,12338,1.788998996
1636,10143,2.377070175
1637,10100,2.348092031
1638,14402,2.725565033
1639,10013,3.103339099
1640,14182,2.947161577
1641,16292,2.880144023
1642,10056,2.45033799
1643,10014,1.888591986
1644,16247,1.423439212
1645,16159,1.983626948
1646,12074,2.488504128
1647,16070,2.988244384
1648,11943,1.414795589
1649,11726,2.785077031
1650,13700,1.947144499
1651,13657,2.149761597
1652,15370,2.778364135
1653,17085,2.886399428
1654,18972,3.802499271
1655,22702,2.80532863
1656,6586,0.295089424
1657,6543,2.285590551
1658,6762,3.438225526
1659,6498,3.081012608
1660,6501,2.963256469
1661,8388,2.703211441
1662,8344,2.367327506
1663,8257,2.65920541
1664,8212,1.974516925
1665,14359,2.380658317
1666,14315,2.361553235
1667,10230,3.261949319
1668,14226,2.419344464
1669,10143,2.121616397
1670,10100,2.426479056
1671,16203,0.996275808
1672,11811,2.26209998
1673,11769,3.302995303
1674,13570,2.063550803
1675,13529,2.797341538
1676,15631,3.278726915
1677,15329,1.933735566
1678,17344,2.334362245
1679,17258,3.580166805
1680,22618,3.134952938
1681,24940,1.927160187
1682,24461,3.417844486
1683,27937,2.657341859
1684,30255,3.129860665
1685,30035,1.454163597
1686,31706,3.272075986
1687,33339,3.172199144
1688,10582,1.194364209
1689,8607,3.598284653
1690,6719,1.602303748
1691,4700,2.864028626
1692,4656,2.528687957
1693,4830,3.005873263
1694,4655,2.838774242
1695,6456,2.952142407
1696,6718,2.015550092
1697,6412,2.810466021
1698,9970,1.149086263
1699,11855,2.212462545
1700,13918,1.867398834
1701,17256,2.403827786
1702,21383,2.295369065
1703,18930,3.922667004
1704,24633,2.596648124
1705,28498,3.094822767
1706,29947,2.60144869
1707,8651,2.246383672
1708,4699,2.057905791
1709,4700,1.812807661
1710,6456,2.005736471
1711,8429,2.425322563
1712,8342,2.688537938
1713,8211,1.752617936
1714,8212,1.746959832
1715,13528,3.164045011
1716,15806,2.613179953
1717,17650,3.459830031
1718,17475,2.455672146
1719,17171,2.736600649
1720,17130,2.075004523
1721,19363,3.284951743
1722,19232,2.597199627
1723,23318,1.998982824
1724,23051,3.35561268
1725,20686,2.641867163
1726,24374,0.947324696
1727,26477,2.909690953
1728,26217,2.139710575
1729,28365,0.906391679
1730,29693,3.604259629
1731,31878,2.28338937
1732,31578,4.083374619
1733,6497,1.322880211
1734,4742,1.572356845
1735,4653,2.672141513
1736,6630,2.735246853
1737,4786,2.180054987
1738,4698,2.22283299
1739,4655,2.384421492
1740,6761,2.470711859
1741,6586,1.188041125
1742,6409,3.600556621
1743,6366,1.901824087
1744,8254,2.60106342
1745,10273,2.993565726
1746,10012,0.860029022
1747,9969,1.01988591
1748,12118,2.216990427
1749,11770,2.263987936
1750,13786,2.218813318
1751,15543,3.334245745
1752,15413,1.269446545
1753,15328,1.915253686
1754,19014,2.043086435
1755,21076,3.290125293
1756,24545,3.627728925
1757,24503,1.928536502
1758,24334,3.225396112
1759,26653,3.252669613
1760,26175,1.932782507
1761,26135,2.746811989
1762,26135,2.495750707
1763,28018,0.792498985
1764,27976,2.367823166
1765,27892,2.696776152
1766,29778,3.51151024
1767,35569,3.764770415
1768,8606,3.655018939
1769,4699,1.493420888
1770,4699,2.034646168
1771,6761,2.600131139
1772,4655,2.654206804
1773,6543,2.226445682
1774,8517,2.099553225
1775,8212,1.748029096
1776,10141,2.635181034
1777,9969,1.955479519
1778,11986,1.769129055
1779,11767,1.377178547
1780,13613,1.449484981
1781,13570,1.549643542
1782,15456,2.093411163
1783,15371,1.235913599
1784,18928,2.748157535
1785,18931,2.345292642
1786,24764,2.68961222
1787,26877,1.841000431
1788,29818,2.423776905
1789,31749,2.439894877
1790,6587,3.41834266
1791,4699,3.275050236
1792,4700,1.909934847
1793,6763,3.166952304
1794,4786,3.213049079
1795,8695,2.537161689
1796,4743,1.579996737
1797,6500,2.436273386
1798,6630,1.984409765
1799,6457,3.181279863
1800,8386,2.455794717
1801,8255,1.938374034
1802,8213,2.7518219
1803,10362,1.563228555
1804,10144,3.141950081
1805,10055,1.644796544
1806,9968,0.709469372
1807,11770,1.885326887
1808,13962,2.521171709
1809,13699,0.890912233
1810,15630,1.951122361
1811,21427,2.984232044
1812,17084,3.235866724
1813,19100,2.063520082
1814,19057,3.370751017
1815,31791,2.159339672
1816,31620,3.231085938
1817,6454,2.168391542
1818,8738,3.365597973
1819,10582,3.638654069
1820,10714,2.571113295
1821,4611,2.838324878
1822,8649,2.61558074
1823,8649,1.548263713
1824,6453,3.447841611
1825,4522,3.250126275
1826,8211,2.501822018
1827,8169,1.795736
1828,10362,2.323480027
1829,8169,2.256700267
1830,12117,2.220365873
1831,11854,2.75131448
1832,11812,2.483425543
1833,13612,1.842959445
1834,15850,3.11021832
1835,19538,3.563929756
1836,17169,2.604847756
1837,17128,1.465137469
1838,23408,1.495117893
1839,22615,3.484650084
1840,22574,3.394722644
1841,22533,2.811089595
1842,26390,2.670386935
1843,26259,2.648084706
1844,33339,2.909193222
1845,14580,3.439552907
1846,6499,1.768897477
1847,6674,1.643149625
1848,6366,2.664283251
1849,8430,2.788787013
1850,6543,2.263420113
1851,6499,3.479652351
1852,10451,2.415452264
1853,6412,2.848991174
1854,8298,3.08298146
1855,8300,2.170625647
1856,8257,2.846490204
1857,10406,1.77149671
1858,10186,2.495906341
1859,10015,0.965325539
1860,11814,3.181190827
1861,11771,1.914121799
1862,13875,2.033475968
1863,13571,1.719527708
1864,15327,1.497198106
1865,17519,2.392413584
1866,17387,1.340125806
1867,18932,3.219405104
1868,24984,2.63162696
1869,24334,1.659832081
1870,26136,0.631298111
1871,27937,1.133109372
1872,29738,2.686544822
1873,6544,2.129134707
1874,6762,0.560429561
1875,12647,1.642675736
1876,4744,2.342566503
1877,4701,2.582373245
1878,4701,1.536859733
1879,6631,1.73004368
1880,4699,2.813261703
1881,4655,2.043498029
1882,8649,2.665132831
1883,6501,1.846156865
1884,8475,1.051818677
1885,10057,2.337277548
1886,12206,2.356960993
1887,12030,2.955154179
1888,11771,2.765049349
1889,14050,2.8635178
1890,13614,1.36309345
1891,15369,2.398747111
1892,21516,1.546810791
1893,19407,2.536597564
1894,23095,3.207526721
1895,20988,2.764936563
1896,24462,2.920806708
1897,24375,1.084280564
1898,26347,1.1349715
1899,28278,1.751752937
1900,35525,3.199510426
1901,8607,3.02726076
1902,12603,2.828605183
1903,14580,2.798128092
1904,6589,3.028168887
1905,6588,1.824545175
1906,6546,2.428173767
1907,8564,2.472681077
1908,10583,3.322445898
1909,8302,3.238963508
1910,8214,2.445829472
1911,12295,2.851466078
1912,10188,2.668702895
1913,10146,2.317506303
1914,10015,2.733120696
1915,13617,2.433532336
1916,15894,3.75981555
1917,15588,2.741004916
1918,19627,1.927156869
1919,17345,2.866093798
1920,17257,2.673609227
1921,19276,2.96427356
1922,18975,2.061736427
1923,18974,3.116050806
1924,22703,3.069324703
1925,22578,1.956494943
1926,26176,1.925555667
1927,28060,3.192338618
1928,35437,3.00745916
1929,6545,3.830173796
1930,6676,1.825430113
1931,6501,1.463208271
1932,10714,2.946891471
1933,6720,2.599974692
1934,10670,2.61046913
1935,4699,3.446895882
1936,10671,1.63678724
1937,4700,1.707810507
1938,10582,2.32171534
1939,8431,3.743081496
1940,6543,1.913039941
1941,8390,3.501249414
1942,6501,2.198819655
1943,8386,2.17733453
1944,8346,2.860252036
1945,10319,3.140098795
1946,10014,2.753870771
1947,12250,3.301580446
1948,11988,2.957833108
1949,11857,1.006315531
1950,11814,2.136915278
1951,14094,1.707543084
1952,13788,2.208283513
1953,15719,1.38383594
1954,15457,0.894076576
1955,15328,1.48034228
1956,17128,2.09766196
1957,18971,3.277336342
1958,20901,3.075374059
1959,24677,2.621939156
1960,24379,3.751573093
1961,26218,2.163238435
1962,28589,2.478047298
1963,27977,2.008548077
1964,30166,1.330664228
1965,29733,3.195913899
1966,32012,2.306816289
1967,33380,3.175182492
1968,6502,2.763417061
1969,14580,2.856440031
1970,4876,2.78741855
1971,4788,2.612228934
1972,16516,2.057112225
1973,6761,3.637568056
1974,4700,1.88227068
1975,8519,2.155337451
1976,8344,1.75063381
1977,10494,2.634760304
1978,8214,2.648655513
1979,10013,2.625711127
1980,9970,0.622867376
1981,12075,2.461248482
1982,11855,2.389404422
1983,13874,1.127040164
1984,13700,0.784427062
1985,13613,2.26609852
1986,17782,3.81249819
1987,13569,2.72298829
1988,13528,2.210367312
1989,15500,1.894808366
1990,21561,1.920414448
1991,17170,2.867045791
1992,21119,3.308555902
1993,22575,2.650557747
1994,26696,2.210770508
1995,28190,2.007281821
1996,28148,2.349371917
1997,29861,1.952916441
1998,6412,1.656030715
1999,6412,2.225125896
2000,6458,2.493300131
2001,6675,2.379558951
2002,12691,2.795840975
2003,6500,2.595792958
2004,8431,2.934268016
2005,6411,2.37949459
2006,6368,0.948967077
2007,12383,2.643512795
2008,8212,2.362457978
2009,8124,2.111964162
2010,12293,3.214473427
2011,15983,2.410117519
2012,11726,1.967957792
2013,13528,1.064817396
2014,19671,3.675298753
2015,15370,2.126492718
2016,15374,2.632145145
2017,17563,2.678287002
2018,22617,2.731569496
2019,25030,2.827143394
2020,24853,3.145811494
2021,24459,3.061431192
2022,26565,2.863340721
2023,28409,2.204125704
2024,28019,1.712353812
2025,30300,1.96377488
2026,6500,2.633440212
2027,6545,1.325450711
2028,8651,2.801657852
2029,6546,3.454892616
2030,12647,1.118343916
2031,16516,3.640586895
2032,12603,0.949235384
2033,6587,2.660209952
2034,6544,2.671607539
2035,12559,2.773799645
2036,6501,1.952478534
2037,12471,2.881698968
2038,10363,2.826566988
2039,12427,2.763816523
2040,8431,1.274515247
2041,8259,2.200953741
2042,10318,2.173483578
2043,10232,1.824910538
