BinNo,Dsno,Distance
4219,17568,1.360786502
4220,17399,1.36130568
4221,19454,1.794277426
4222,17355,2.228368838
4223,19367,1.817079533
4224,19324,0.425762535
4225,19155,2.276191483
4226,23362,3.370846016
4227,21341,2.692344239
4228,20912,3.094859729
4229,23010,2.482679596
4230,22968,3.579625884
4231,22880,2.157778973
4232,26438,3.224457234
4233,26310,2.576067106
4234,24471,3.854979946
4235,29909,1.495054634
4236,31708,2.633992528
4237,31629,0.735201305
4238,33725,2.539215263
4239,33509,3.476911229
4240,14450,2.388506775
4241,16471,2.719816754
4242,10461,2.476829362
4243,10420,1.768765724
4244,10376,3.098896178
4245,10328,3.549647157
4246,14230,2.260565756
4247,18138,2.977559741
4248,12128,2.538916219
4249,13887,3.208331908
4250,13888,2.794401475
4251,15729,2.863623958
4252,15644,2.051330047
4253,17874,2.578814672
4254,17656,1.989071142
4255,17440,1.401056207
4256,21606,3.435587347
4257,19630,3.332848396
4258,19238,2.769033929
4259,19196,2.509940269
4260,19156,1.469886464
4261,21082,2.975566676
4262,20954,2.018034934
4263,22667,2.443639017
4264,26655,2.320532559
4265,26525,2.26454967
4266,26352,3.504881613
4267,28455,2.200207227
4268,28237,3.001568739
4269,28070,2.953825979
4270,30300,0.743123785
4271,30082,2.052096468
4272,29824,2.260965085
4273,32012,0.603936825
4274,31882,2.151184991
4275,33384,2.222284111
4276,12389,3.555233014
4277,12432,2.301819303
4278,16472,2.316506482
4279,10501,3.44073918
4280,12563,3.624533612
4281,10458,2.65586751
4282,12431,1.427642647
4283,12257,3.415396089
4284,12216,2.269802592
4285,12175,1.870017366
4286,14188,1.547246162
4287,14100,1.50207553
4288,14057,2.159415963
4289,14015,2.800288551
4290,15771,2.751635273
4291,15643,2.74469535
4292,15643,1.90363767
4293,17481,3.539024316
4294,17399,1.913514792
4295,19156,2.403996928
4296,21254,2.013954628
4297,20995,2.002456155
4298,25164,2.622607638
4299,25031,3.2624962
4300,22794,2.931512414
4301,22708,2.683477527
4302,26568,3.675557496
4303,26314,3.054738034
4304,28368,3.579858765
4305,28325,1.722324295
4306,28110,1.662250008
4307,30212,1.693650861
4308,31925,2.740367135
4309,31623,0.922405232
4310,31629,2.475608083
4311,18317,2.663281057
4312,10416,1.333846352
4313,10461,3.189342403
4314,12343,2.254637739
4315,12345,1.825837991
4316,14405,2.975339596
4317,14319,1.706556463
4318,12175,2.255613392
4319,18183,2.805479094
4320,16162,1.222108534
4321,12128,3.284825442
4322,15986,2.282510878
4323,19894,2.360216927
4324,15813,2.741303826
4325,15684,2.640960135
4326,15642,2.509948513
4327,17441,2.154753749
4328,17399,1.479431889
4329,17400,2.631471658
4330,19280,2.095091658
4331,19198,3.297905492
4332,21166,3.357123492
4333,21124,1.352469456
4334,20955,2.197587096
4335,26967,2.494256645
4336,22667,2.443637977
4337,26786,2.93101896
4338,26311,2.583184813
4339,28151,2.607085275
4340,30435,2.454522018
4341,30125,1.684026765
4342,33424,2.943918231
4343,12213,2.00767702
4344,10415,2.916117528
4345,10418,2.529680178
4346,12259,2.651469612
4347,12216,1.511834904
4348,12175,2.878544285
4349,12175,1.83054919
4350,18228,1.611589704
4351,14058,2.079304276
4352,13971,2.908475777
4353,13930,2.052055938
4354,15944,2.237114504
4355,15856,0.610277415
4356,15771,3.278101073
4357,15685,2.68279605
4358,17918,2.686688312
4359,17742,2.740180267
4360,17569,0.87155472
4361,21651,1.624648593
4362,19498,3.036420595
4363,19368,1.691359456
4364,19239,1.275307734
4365,23408,1.874892001
4366,19198,1.674695496
4367,23275,2.981210535
4368,20955,2.005171134
4369,22881,3.066706008
4370,22709,2.649883895
4371,26439,2.49193976
4372,28633,2.05183207
4373,28070,1.664954569
4374,29996,2.35862471
4375,29910,1.009139056
4376,29825,1.83267664
4377,31751,2.492171704
4378,33551,3.102281331
4379,33431,3.412599631
4380,12346,2.897925408
4381,14451,3.353221466
4382,12475,1.289379724
4383,10420,2.017703956
4384,14449,3.295807051
4385,12217,1.970636722
4386,12176,2.085551696
4387,14232,1.411380424
4388,16206,1.425237257
4389,13930,3.31157102
4390,19939,2.52207293
4391,17699,1.462079763
4392,17612,0.590814572
4393,17483,2.482460935
4394,17397,3.065541625
4395,19674,2.675999913
4396,19455,2.879940364
4397,21038,1.762248773
4398,20997,2.331207467
4399,23054,3.006834061
4400,22924,1.65472333
4401,22795,2.779463018
4402,22714,2.674626878
4403,26353,2.164846604
4404,24423,3.836270821
4405,28067,3.245841682
4406,28072,1.68125478
4407,31710,1.898904762
4408,31625,2.325160939
4409,33510,2.962094804
4410,18272,2.618280165
4411,16382,2.387846502
4412,10458,2.213349729
4413,10461,1.830598208
4414,10420,1.819157108
4415,10376,1.430750185
4416,10375,2.876294463
4417,12433,3.223209096
4418,12389,2.001392802
4419,12346,2.465536057
4420,12259,2.081801855
4421,14318,2.348178189
4422,18273,2.242772141
4423,10371,2.202421532
4424,14144,2.215908297
4425,14101,2.950995197
4426,12127,2.468184206
4427,12086,3.619468804
4428,16075,2.450139311
4429,15814,2.475920772
4430,15727,3.009555785
4431,15686,3.029581568
4432,21696,1.816789904
4433,17441,3.239129862
4434,19195,2.135717371
4435,19155,2.181367163
4436,25209,2.720416775
4437,20910,2.355182007
4438,25075,3.682710508
4439,23011,3.049048113
4440,22669,3.067301491
4441,26699,3.51819318
4442,26481,2.701677024
4443,28239,2.437029456
4444,29826,1.122660421
4445,32147,1.570398499
4446,33638,2.1645746
4447,33380,3.628139638
4448,14406,1.233080574
4449,10418,2.001393141
4450,12519,2.285061494
4451,10416,0.283727269
4452,16338,2.480364163
4453,18318,2.006695827
4454,12217,3.227607629
4455,14014,2.778890211
4456,13887,1.910896981
4457,13932,1.98857803
4458,15987,0.407245207
4459,20029,2.988972334
4460,15856,2.714319722
4461,17962,2.738695383
4462,13842,2.536335261
4463,17831,2.50020036
4464,15680,2.933348347
4465,15639,3.251848484
4466,19282,2.843640856
4467,23497,3.925355454
4468,19155,2.560386342
4469,21297,3.414235546
4470,21125,2.452457035
4471,20953,0.904926239
4472,20914,2.503514503
4473,22714,1.563167128
4474,22711,3.235181472
4475,24766,3.172966125
4476,24423,2.44907949
4477,28543,2.425264077
4478,28152,2.192584493
4479,30345,0.758220591
4480,30038,1.887366462
4481,29866,1.184254753
4482,31838,2.282924218
4483,33859,2.301633417
4484,10501,2.508755835
4485,10503,1.876348267
4486,10462,2.405149007
4487,16382,4.085191195
4488,10457,3.13512107
4489,10415,2.235328223
4490,10374,2.702858374
4491,14275,0.461706532
4492,14102,3.179349497
4493,16249,2.99590472
4494,12127,2.124201212
4495,15899,3.429501422
4496,13884,3.017044961
4497,13843,2.602455678
4498,17613,2.853261386
4499,17399,2.865914673
4500,19717,2.557114235
4501,19586,2.05980312
4502,19369,1.630450637
4503,21473,3.232601148
4504,21255,1.875612557
4505,21168,1.755616947
4506,21039,1.888908053
4507,20957,2.867341908
4508,22838,1.877550343
4509,26876,2.409862115
4510,26569,1.946806309
4511,26440,2.594434972
4512,26354,2.218729106
4513,28456,1.307177546
4514,28281,2.763700178
4515,28068,3.292388608
4516,29953,2.086115704
4517,29872,2.217634641
4518,32057,1.506664462
4519,31626,2.321162834
4520,33769,3.546164702
4521,33726,2.486024674
4522,10372,2.822095623
4523,12476,2.041059919
4524,10419,2.0631062
4525,12345,2.304785595
4526,14407,2.820663303
4527,12261,1.569783328
4528,12176,3.288857394
4529,14188,1.595624851
4530,14190,2.554428336
4531,14060,2.149683493
4532,13974,2.820868316
4533,16119,2.332667316
4534,20075,2.008700785
4535,15815,2.152501337
4536,15689,2.716399334
4537,15689,2.650392315
4538,17743,1.839536932
4539,21786,1.403805636
4540,17656,3.14831287
4541,17485,1.057073061
4542,17445,1.443038951
4543,19499,1.898301319
4544,19412,2.097377326
4545,23543,1.574556491
4546,19241,0.914011304
4547,19202,1.209359618
4548,20957,2.755094174
4549,20954,2.508344088
4550,23142,2.396876986
4551,22751,2.644607037
4552,22711,1.895054056
4553,24470,2.258689647
4554,28678,2.573484527
4555,28369,2.260866434
4556,28116,3.292707989
4557,30256,0.675171456
4558,30169,2.106320055
4559,30126,2.696668503
4560,31968,2.776705067
4561,31926,0.719544725
4562,31752,1.797524463
4563,31666,2.88342485
4564,31630,2.69465244
4565,33553,3.258754296
4566,33466,2.82531111
4567,12303,1.07244824
4568,12563,2.89923234
4569,16426,1.934525793
4570,10504,2.425890409
4571,10465,1.172090117
4572,10464,1.885386046
4573,12433,1.911511226
4574,12303,2.574774546
4575,12177,2.56550073
4576,12222,2.32996195
4577,12221,2.55670356
4578,16338,3.906688256
4579,12174,2.638189917
4580,18006,3.439831133
4581,15774,2.614254699
4582,17874,2.634809189
4583,17571,2.604079094
4584,17445,1.531891547
4585,17445,1.723237478
4586,19283,1.013755388
4587,19156,3.014922927
4588,25119,2.426666113
4589,22925,2.614649861
4590,24510,2.875110479
4591,24470,2.521879225
4592,28195,2.630195358
4593,28154,2.543908607
4594,28069,2.502315285
4595,29868,1.725261936
4596,29873,1.308668396
4597,33427,3.78245159
4598,10416,2.248787915
4599,16471,2.574551264
4600,10462,2.605751281
4601,10465,2.392337894
4602,14450,2.657779979
4603,10416,2.230022954
4604,14319,2.379622941
4605,14103,3.210094479
4606,12171,1.63719925
4607,16207,2.2274772
4608,12131,2.181585148
4609,12131,1.639391542
4610,16076,1.973172233
4611,14013,3.080896639
4612,13926,1.944512931
4613,13885,1.364314156
4614,21831,1.747868383
4615,19806,3.059637102
4616,17485,2.629806845
4617,19630,1.424599905
4618,19242,2.282626282
4619,21517,3.177179463
4620,21386,1.60509649
4621,21081,2.334046914
4622,20996,2.572851357
4623,20955,1.425021343
4624,23055,1.890408101
4625,22968,2.591237741
4626,22753,2.598122506
4627,22712,1.176107494
4628,26787,1.730276101
4629,24637,2.333950764
4630,31627,1.388158741
4631,10461,3.327274
4632,10548,2.131595544
4633,12520,2.541861828
4634,10419,2.32091257
4635,12346,3.027137344
4636,12304,2.915192349
4637,10418,3.149076458
4638,14276,2.379336121
4639,18227,3.020026738
4640,14190,3.509293146
4641,12131,2.654902673
4642,15988,2.234264196
4643,15946,2.732816858
4644,15731,3.300188616
4645,17787,2.257927681
4646,17614,2.43665035
4647,17572,3.172301101
4648,17487,2.218253585
4649,17400,2.579946174
4650,19370,2.384520883
4651,19284,2.551906632
4652,19244,2.588100038
4653,21299,2.370330554
4654,21002,2.784661245
4655,21169,1.961771468
4656,22839,1.572535901
4657,22713,0.652632572
4658,26966,2.542782773
4659,26396,3.535212505
4660,24515,3.350235482
4661,28588,1.602875933
4662,28069,3.456438452
4663,30435,2.192281443
4664,30039,2.653365855
4665,29953,2.488011282
4666,29873,1.531796004
4667,31667,1.810972472
4668,10462,1.387535639
4669,12477,2.523984755
4670,14539,2.584553092
4671,12389,2.674375867
4672,10419,1.860537196
4673,14189,2.393086987
4674,12214,3.152722737
4675,12172,2.686657676
4676,12132,2.565414316
4677,12087,2.449601827
4678,18094,2.159358684
4679,14013,3.190615619
4680,13927,2.792818451
4681,15689,2.716889743
4682,17744,1.92507012
4683,17657,2.295801118
4684,19543,2.39432181
4685,19413,1.468048776
4686,21211,1.967274805
4687,20956,0.516357478
4688,23186,2.4540716
4689,26700,2.97024654
4690,24767,3.046204055
4691,24680,3.072598568
4692,24511,3.588354046
4693,24471,3.450375317
4694,28282,2.744870204
4695,28155,2.869948575
4696,29869,1.280450988
4697,31795,2.800320225
4698,31674,1.983092188
4699,33595,2.875064706
4700,33467,2.351117569
4701,33428,2.994665644
4702,10418,2.539303796
4703,10504,3.156035238
4704,18363,3.268657197
4705,16427,2.277227352
4706,14538,2.885124105
4707,12347,1.482239695
4708,12261,3.196771589
4709,14363,1.011897049
4710,12219,2.443045193
4711,18273,3.082480902
4712,16206,2.695227881
4713,12173,3.331384796
4714,16075,2.146618603
4715,15733,2.445713851
4716,15733,2.633274392
4717,17918,2.877583048
4718,21696,2.911327085
4719,17529,2.083608403
4720,17488,2.369187101
4721,19456,2.389541185
4722,19285,1.989721425
4723,19245,2.152434782
4724,21083,1.75257902
4725,21042,2.401526219
4726,25209,3.594797653
4727,20956,2.917087299
4728,22882,2.493870962
4729,22754,2.684269534
4730,22715,2.235898852
4731,28500,1.276610946
4732,28370,2.717800726
4733,28196,2.229414817
4734,28116,3.29452963
4735,30083,2.286261219
4736,31754,2.477675172
4737,33949,2.539602701
4738,33553,2.4537773
4739,12220,2.72324757
4740,12306,2.563349593
4741,14365,3.560107258
4742,16338,2.666484241
4743,12306,2.076367136
4744,12222,1.785175658
4745,12221,1.526790581
4746,14102,2.426227867
4747,14060,3.059046435
4748,14019,2.367703251
4749,16032,3.084069411
4750,15945,2.262000182
4751,19984,2.296408733
4752,15902,1.733963925
4753,15774,3.063078564
4754,15734,1.677574022
4755,17615,2.099449101
4756,17489,3.07191951
4757,19674,2.334966953
4758,19326,1.839561113
4759,23452,3.773168815
4760,19245,3.04520195
4761,21430,2.300037675
4762,23098,3.326917975
4763,22795,2.344046434
4764,22714,3.294949952
4765,26439,3.226079604
4766,26398,2.591957061
4767,24467,3.783809703
4768,28413,2.498649051
4769,30300,1.194796013
4770,32147,2.045535964
4771,31882,1.193103721
4772,31624,1.701558156
4773,31674,0.981290229
4774,33859,1.973823032
4775,33682,2.457217761
4776,33429,1.669423071
4777,10421,2.760157875
4778,10465,2.593566507
4779,12521,2.58122331
4780,12433,1.792251578
4781,12390,2.449210353
4782,12348,2.00270133
4783,14407,2.52828619
4784,18318,1.205196866
4785,12264,2.372532854
4786,12221,1.433274775
4787,14275,3.111106409
4788,14233,1.29478043
4789,14190,2.422426329
4790,12175,2.102959396
4791,14015,3.286077363
4792,13929,2.905998857
4793,15734,3.371059859
4794,17831,2.936332796
4795,17658,1.530545755
4796,17530,3.184824206
4797,17489,3.460025288
4798,19247,3.287470921
4799,21170,2.649844307
4800,20998,1.814057747
4801,20958,2.098645766
4802,23011,2.995987837
4803,22969,1.53574704
4804,22755,0.832307049
4805,27011,2.04958073
4806,26876,2.976735785
4807,28111,2.661369055
4808,28117,2.423243857
4809,30257,2.455097038
4810,30170,2.308935928
4811,29996,1.292109592
4812,29910,2.638923731
4813,29870,1.780647695
4814,32057,1.009794805
4815,31969,2.447736086
4816,33769,1.865272627
4817,12264,3.575411209
4818,10465,2.19338666
4819,10506,1.189097149
4820,16382,2.313547232
4821,18363,0.81763661
4822,10460,3.527215499
4823,16295,1.977899784
4824,12216,3.674648337
4825,12175,2.457451713
4826,16163,1.74102838
4827,20074,3.0245602
4828,18007,2.638440952
4829,17788,1.511385186
4830,17700,3.032849426
4831,21741,2.454877037
4832,15771,2.921536512
4833,17489,2.996516048
4834,17490,2.084064613
4835,19632,2.870960576
4836,19414,1.781653916
4837,19286,1.626339256
4838,19246,2.539030126
4839,21343,2.547225316
4840,21255,1.255054988
4841,21168,2.197799947
4842,21039,2.034462832
4843,25254,2.443019892
4844,20957,1.806030185
4845,24681,3.442859468
4846,24469,2.102671859
4847,28633,1.53902825
4848,28239,2.749327031
4849,33424,2.568047396
4850,33431,2.536830934
4851,12347,1.538676746
4852,12305,2.934683772
4853,12264,3.364790169
4854,12258,2.533043597
4855,12132,2.735959865
4856,14058,3.836539526
4857,13971,2.251852258
4858,13930,3.173572797
4859,15641,3.070246464
4860,19718,3.729806815
4861,19544,2.457778722
4862,19457,2.292501532
4863,23498,2.917033507
4864,19327,2.277958481
4865,19243,2.060473136
4866,21518,2.839657134
4867,21044,2.806323698
4868,23229,3.486367218
4869,22882,2.259341445
4870,22797,1.290394743
4871,22756,2.195981127
4872,26743,3.139193672
4873,24769,3.400746699
4874,24509,3.185895625
4875,24470,2.770718092
4876,28153,3.015974983
4877,30480,1.136911719
4878,29871,1.764071825
4879,31796,0.714513371
4880,31710,1.348994427
4881,31626,2.600104064
4882,33596,2.154977458
4883,12433,3.087791062
4884,12520,1.867919196
4885,10465,1.749325735
4886,12434,1.007288178
4887,14495,2.982439241
4888,10463,2.721194209
4889,14364,1.346694876
4890,16338,3.186821431
4891,14191,2.426972965
4892,12262,3.223379121
4893,12177,1.957210714
4894,14021,2.734339526
4895,20119,2.762172662
4896,16121,2.597131117
4897,16033,2.321441744
4898,15991,3.733901636
4899,18095,3.019538992
4900,13930,2.769184001
4901,17919,1.965971307
4902,21831,2.44068472
4903,17659,3.229197524
4904,15727,2.659774866
4905,15687,2.783579244
4906,24856,2.951564466
4907,24595,2.833224743
4908,28588,2.357270598
4909,28112,3.23602467
4910,30084,2.779807859
4911,29911,1.517130493
4912,33510,2.976295439
4913,14495,2.93730032
4914,12392,3.678700154
4915,12350,2.277801963
4916,10420,3.766350289
4917,12264,4.149996994
4918,14277,3.009359147
4919,14234,2.477285016
4920,14104,3.230826594
4921,16207,1.436260172
4922,12218,3.284666243
4923,14059,3.18705905
4924,14017,2.951351364
4925,13933,3.125786517
4926,19675,2.619209267
4927,19370,2.305148256
4928,19329,2.107169505
4929,19289,2.942794268
4930,21127,2.313738883
4931,21086,2.2472691
4932,21000,2.720704232
4933,23142,3.013882687
4934,22925,2.368549551
4935,22759,1.911930551
4936,22798,1.230539771
4937,22757,2.058275887
4938,26921,2.513464741
4939,24555,2.288290741
4940,24516,2.112898788
4941,28326,2.143722031
4942,30390,2.092858294
4943,29997,1.985819748
4944,29873,2.272294248
4945,31884,3.184923454
4946,33425,1.754131479
4947,16340,3.190798788
4948,12351,1.774594678
4949,14408,0.656507251
4950,12266,2.220089333
4951,12267,2.24380678
4952,18227,3.207861683
4953,14022,2.606167557
4954,12219,2.20319256
4955,13973,3.509343186
4956,13934,2.912871401
4957,17832,1.439467757
4958,17744,2.902171656
4959,17702,1.77033316
4960,15729,3.104542361
4961,19806,2.316728431
4962,15687,3.139979283
4963,19458,1.500836163
4964,23588,2.935800412
4965,19289,1.675181762
4966,21431,1.31518565
4967,21214,2.113527142
4968,21048,4.007770049
4969,21046,2.027172383
4970,25164,2.456404507
4971,23100,2.949828133
4972,23013,2.848993201
4973,22884,1.535449616
4974,22758,1.463111616
4975,24682,3.093658576
4976,24515,3.165499528
4977,28501,2.505289471
4978,28413,2.759827983
4979,28240,2.155099684
4980,28199,2.759075964
4981,28114,3.479472286
4982,30126,1.349098372
4983,29917,2.644881762
4984,32192,1.127239895
4985,31711,1.475147965
4986,31671,2.7139657
4987,33683,2.709370472
4988,14322,2.103573247
4989,16472,2.685537537
4990,16427,0.943496773
4991,12435,1.351494284
4992,10548,3.362632033
4993,10507,2.644956265
4994,12311,3.381456307
4995,14147,2.755533497
4996,12305,2.931066628
4997,12220,2.350596226
4998,16165,2.401883833
4999,15947,2.599721081
5000,18139,3.171977195
5001,17963,2.725013266
5002,15777,3.383122073
5003,15778,3.773374991
5004,21876,1.373954153
5005,15814,3.234849721
5006,17534,2.456204659
5007,19588,2.761303719
5008,19500,2.526118007
5009,19330,3.148424937
5010,21562,2.834488794
5011,21344,2.409096976
5012,21256,2.627594537
5013,21086,1.798039875
5014,21047,2.795030149
5015,22759,0.872672042
5016,26832,2.837428632
5017,24596,3.328065734
5018,24556,3.156283779
5019,28723,1.678621605
5020,30301,2.502993692
5021,30213,2.523182671
5022,29912,1.941957996
5023,32102,0.501359881
5024,31971,2.736041654
5025,31797,0.257234132
5026,33904,2.049879232
5027,12434,3.069206557
5028,16384,2.926553847
5029,18273,2.652944467
5030,14365,1.090768158
5031,14277,2.084255889
5032,14235,2.659843913
5033,16251,2.140026612
5034,12260,3.490071739
5035,12220,2.057821147
5036,16077,2.993360779
5037,16034,1.673939626
5038,14059,2.753146842
5039,14019,2.708598406
5040,17574,2.8785035
5041,17534,2.425477745
5042,17490,2.716498196
5043,19416,2.957563108
5044,19290,2.583995501
5045,21127,2.474522319
5046,22799,1.856219107
5047,24725,2.705190526
5048,28114,3.457269048
5049,28161,3.263966566
5050,32013,1.310415465
5051,31672,0.823848738
5052,33814,1.65632362
5053,33771,3.317388079
5054,33597,1.68675414
5055,33511,1.837015521
5056,33427,2.534416513
5057,12312,3.466094697
5058,12437,3.150722256
5059,14452,2.194938459
5060,12394,2.897296912
5061,10465,3.840514887
5062,10464,3.088684344
5063,12348,2.682953486
5064,12222,3.655793854
5065,18184,2.523633209
5066,13975,2.633587966
5067,13934,3.343584024
5068,17876,2.720907775
5069,17702,3.495058697
5070,19895,2.976626249
5071,15816,3.103048917
5072,15690,2.706862139
5073,15690,2.456636758
5074,19719,1.747661151
5075,19331,2.42942826
5076,19291,2.814913839
5077,19202,2.990300097
5078,21087,3.021016329
5079,21003,2.983909717
5080,23231,2.546295261
5081,22926,2.413400216
5082,22840,2.308210959
5083,22804,3.012014311
5084,26966,2.09204442
5085,24899,2.947687525
5086,24812,2.771170137
5087,24513,3.006880729
5088,28633,1.281320268
5089,28327,2.557933726
5090,28155,3.639027894
5091,28161,3.471969796
5092,30040,2.527651132
5093,29999,2.821575204
5094,29914,1.821251814
5095,31712,2.427865518
5096,12479,2.180685821
5097,18363,3.464542677
5098,12353,3.244489866
5099,16340,2.715021999
5100,12306,1.193612063
5101,16208,1.894509154
5102,12221,1.728119422
5103,12222,2.231429015
5104,14103,3.268248719
5105,14060,2.840708807
5106,18051,2.63601563
5107,14020,0.905741902
5108,17833,1.004192376
5109,17790,1.523051317
5110,15730,3.037532814
5111,19459,2.648651045
5112,19417,2.506272295
5113,21652,2.975517512
5114,19290,1.637877379
5115,21520,3.101598044
5116,21215,2.118927763
5117,21129,2.5593125
5118,25254,3.253230535
5119,21045,2.116540047
5120,23014,2.137758386
5121,22800,2.2058787
5122,24684,2.147551944
5123,24597,3.324788493
5124,28241,2.731262234
5125,31840,2.853561932
5126,31718,2.659400485
5127,31674,1.64183923
5128,33428,3.585830807
5129,14279,1.892113983
5130,12437,2.065281708
5131,12350,2.246818106
5132,10465,3.149077485
5133,10509,2.421166231
5134,14409,0.903692934
5135,14236,2.074429692
5136,12349,2.281094119
5137,12263,1.730166703
5138,14068,3.403038484
5139,16121,1.657118833
5140,16078,2.975350377
5141,16036,3.279394725
5142,14062,1.398945085
5143,13978,2.813779228
5144,15777,3.269848606
5145,19677,2.522593047
5146,19589,0.363674906
5147,19547,3.162053685
5148,19332,2.582631314
5149,21388,2.94555465
5150,21258,1.607634416
5151,21089,1.995150525
5152,23144,3.198442408
5153,23056,3.000035951
5154,24559,1.902799664
5155,24561,2.483246604
5156,28544,2.804954891
5157,28457,2.670937585
5158,28415,2.979286098
5159,28202,3.662579591
5160,28162,2.810499432
5161,30435,2.330093341
5162,30127,1.040578529
5163,29918,1.440018802
5164,31799,2.852636564
5165,33640,3.377857364
5166,33513,3.214929703
5167,16252,1.187930891
5168,14496,3.705732936
5169,18363,0.581593787
5170,12351,2.585222844
5171,12311,3.037202389
5172,12356,2.727058603
5173,14322,0.951363484
5174,14279,2.409150294
5175,12309,2.361348163
5176,20074,3.363851922
5177,14103,2.980411744
5178,13978,2.391326902
5179,19941,3.187539559
5180,15858,2.972980496
5181,15816,3.096918589
5182,19807,1.836623873
5183,17487,2.627535837
5184,21345,0.820732492
5185,22928,2.429376888
5186,22887,3.110211063
5187,22846,2.8423024
5188,26876,2.262237146
5189,24726,2.571334518
5190,24599,1.692886189
5191,30000,2.52781953
5192,29915,1.673190185
5193,31714,2.699129373
5194,31719,1.578992223
5195,12436,3.185021233
5196,12438,2.645667169
5197,10552,2.831436002
5198,16383,2.837074063
5199,12391,2.783569602
5200,12350,2.982794741
5201,16252,1.079491356
5202,12309,2.483085745
5203,18095,2.065853786
5204,14062,1.989214986
5205,14023,2.996686802
5206,13978,2.343208452
5207,17964,1.588540381
5208,17746,2.873018895
5209,15732,2.908138677
5210,19460,2.776610281
5211,23542,3.229573564
5212,19373,3.066276621
5213,21563,2.126005045
5214,21216,1.662404974
5215,21130,0.738245003
5216,21045,2.83227785
5217,23319,3.250986266
5218,27056,2.020326805
5219,22802,2.427388077
5220,24640,2.312196092
5221,24560,2.525279889
5222,28284,2.385910258
5223,28243,3.278588562
5224,30345,0.567894295
5225,30257,1.307636706
5226,30170,2.930381881
5227,30041,0.859423715
5228,32147,1.455374437
5229,31927,0.923505773
5230,33553,3.641695635
5231,33429,2.470010495
5232,16340,1.857879448
5233,16384,1.847437845
5234,14408,1.633340181
5235,12353,3.053425608
5236,14280,2.420274825
5237,12265,1.29604477
5238,16165,1.336836589
5239,20119,2.259591071
5240,15991,2.432584412
5241,15905,3.176127978
5242,14019,2.386571731
5243,17877,1.201148468
5244,17834,2.873489659
5245,21831,2.398216579
5246,15859,2.377309427
5247,15773,2.484803889
5248,15735,3.590205307
5249,15733,2.196999017
5250,19720,1.9039418
5251,19502,3.057796131
5252,19289,2.990661117
5253,25299,2.765795783
5254,21045,1.969428789
5255,22970,1.094801388
5256,22843,1.963575402
5257,26788,2.613185318
5258,24856,2.53565785
5259,24769,3.603682769
5260,24560,2.019637932
5261,28678,1.200299976
5262,28202,3.254395553
5263,29916,1.767933783
5264,32057,2.162317227
5265,32014,2.692322824
5266,33994,2.066065303
5267,33727,1.820762916
5268,14237,2.938218649
5269,18363,0.976175512
5270,18272,2.667064878
5271,12394,2.047342206
5272,12354,2.17730632
5273,14366,1.961177511
5274,18272,2.969562923
5275,14322,1.146260081
5276,14192,3.248162549
5277,12305,3.951515281
5278,12266,3.19644975
5279,16077,2.284915528
5280,16034,2.555581413
5281,19851,1.730443478
5282,15773,3.733763433
5283,17579,3.011426361
5284,19633,1.911093065
5285,19545,1.46665276
5286,19374,2.710063258
5287,19334,2.989614293
5288,21476,2.635950769
5289,21258,2.372609829
5290,21131,1.056723789
5291,21046,2.937889261
5292,23187,2.786955429
5293,23057,2.036960074
5294,22929,1.955541012
5295,22803,2.892198972
5296,24600,2.265835937
5297,24560,2.284141556
5298,28371,2.263905019
5299,29956,1.714110271
5300,29962,3.055954787
5301,31841,1.209870907
5302,31755,0.847065398
5303,31670,1.326297217
5304,33859,2.444688944
5305,33814,1.756959306
5306,33469,1.991378327
5307,33475,2.600093697
5308,12306,3.01589669
5309,12312,1.539841406
5310,12355,3.439780382
5311,16296,1.941394577
5312,12306,1.878166723
5313,12222,3.825485953
5314,12222,2.623665756
5315,12223,2.447486466
5316,12222,3.196754462
5317,18139,1.834518282
5318,14147,3.314241332
5319,14105,3.467427695
5320,14020,1.079461458
5321,18008,0.995656529
5322,15902,3.226296511
5323,17580,2.818547327
5324,23588,3.040291692
5325,19416,2.690431705
5326,19291,2.954928274
5327,21344,2.483749917
5328,21301,1.265485867
5329,21172,2.067629514
5330,21047,2.209350731
5331,23100,1.952709052
5332,22844,0.659946036
5333,22804,0.524818855
5334,26921,1.915090211
5335,24727,3.492284026
5336,24642,2.660654137
5337,28588,1.220739456
5338,28199,3.156878999
5339,28159,2.4845744
5340,30525,2.434000574
5341,30083,2.489390473
5342,30043,3.073386423
5343,33641,1.647930332
5344,12393,2.735614246
5345,14497,2.794494029
5346,14453,2.812343616
5347,10511,3.22768579
5348,12356,1.917827633
5349,18317,2.896985775
5350,14280,2.617261559
5351,12393,2.341725764
5352,12352,2.248562813
5353,14066,1.02383378
5354,17965,3.131410589
5355,21921,1.591671076
5356,17835,2.57177694
5357,15860,2.016355138
5358,15820,2.382738633
5359,17531,3.281964927
5360,19336,2.827163573
5361,19336,2.567364268
5362,21607,1.648252013
5363,19247,2.609007941
5364,21132,3.117529779
5365,21093,3.101127332
5366,23364,2.268287003
5367,22848,1.033393954
5368,22804,2.350432899
5369,24602,2.473287991
5370,28501,3.212830189
5371,28458,3.370888862
5372,26485,3.62914342
5373,29962,2.808623542
5374,31672,3.395566922
5375,33555,1.814920634
5376,33470,0.83460238
5377,33475,2.500264969
5378,12352,1.645567799
5379,14409,1.816263186
5380,10555,3.581552907
5381,14366,2.82382618
5382,14323,2.9776129
5383,16340,3.522376437
